transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
SBCG888I7U69HX,3502967899324468,dki,Ivan Riyanti,M,1965,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B00340P,Epiwalk Epicentrum,-6.217666,106.83547,10,2023-04-15 09:05:57,B05644P,Taman Rasuna Tower 17,-6.217105,106.83598,30.0,2023-04-15 09:56:09,3500.0
PEFC302K5G49XR,30566784196002,bni,"Ulva Habibi, S.Pt",F,1997,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B03344P,SDN Cibubur 01,-6.354808,106.87871,5,2023-04-15 06:38:14,"",Mall Cijantung,-6.312041,106.86245,28.0,2023-04-15 07:23:20,0.0
BNCS042C7P73IY,4613911137735824,dki,"Viman Mayasari, M.Pd",M,1992,M6,Ragunan - MH Thamrin,0.0,P00273,Warung Jati,-6.262364,106.82977,14,2023-04-15 10:48:33,P00164,Pejaten,-6.278404,106.82972,16.0,2023-04-15 12:23:58,3500.0
NSSZ380O8C59GL,3581752444414350,dki,Titin Yolanda,M,1989,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,B06770P,Jln. Aneka Elok 2,-6.223013,106.891085,15,2023-04-15 05:47:16,"","","","","","",0.0
XRBO066D2Y39CG,4699023220672919,dki,Padmi Tamba,F,2009,JAK.47,"",1.0,B05908P,Yaspen Islam Al Mamur Ciganjur,-6.345678,106.80344,41,2023-04-15 13:24:44,B04061P,Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161,43.0,2023-04-15 14:04:15,0.0
MWIB207H5U79HW,30411542225886,bni,Sidiq Nuraini,M,1980,M9,Pinang Ranti - Pluit,0.0,P00179,Pinang Ranti,-6.291075,106.88634,0,2023-04-15 13:21:20,P00126,Latumeten Stasiun Grogol Arah Utara,-6.16106,106.7904,19.0,2023-04-15 15:10:36,3500.0
QSUI238J4V61KS,213121182081593,emoney,"dr. Rahman Anggraini, S.Psi",F,2007,1K,Cibubur Junction - Blok M,0.0,B05544P,Summitmas,-6.225826,106.80402,6,2023-04-15 05:10:30,B06579P,Blok M Jalur 4,-6.243474,106.80188,9.0,2023-04-15 05:39:54,20000.0
XUBJ520I9G62VN,4804574576642,online,"Ira Mansur, M.TI.",F,1988,JAK.53,Grogol - Pos Pengumben via Slipi,0.0,B00516P,Gg. Mawar Kb. Jeruk,-6.197361,106.7672,47,2023-04-15 10:11:23,B06854P,Jln. Srengseng Raya 3,-6.213944,106.759758,61.0,2023-04-15 11:04:07,0.0
JHZV144D6G23EM,4422444870929,online,"dr. Agnes Nugroho, S.T.",F,2004,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,"",Jln. B,-6.13446,106.83491,18,2023-04-15 07:59:56,B05989P,Jln. Ancol Barat 6,-6.12481,106.81983,36.0,2023-04-15 09:20:23,0.0
WLAI230B6G18EH,4068378587730,online,Rahayu Iswahyudi,F,1983,2B,Harapan Indah - ASMI,1.0,B00685P,Gramedia Harapan Indah,-6.17631,106.97427,27,2023-04-15 12:38:49,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,28.0,2023-04-15 13:42:24,3500.0
AZJH606N2V90NZ,4055737709006,online,Genta Nurdiyanti,F,1988,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00051,Dukuh Atas,-6.205702,106.82223,3,2023-04-15 07:54:51,P00129,Mampang Prapatan,-6.242699,106.82572,6.0,2023-04-15 09:17:51,3500.0
IRHC547M8L10AL,370015486110380,emoney,Surya Marpaung,F,2010,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,B01323P,Jln. Limo Jatinegara Timur,-6.223388,106.86808,14,2023-04-15 07:46:42,B04623P,Sekolah Cahaya Sakti Otista I,-6.225391,106.86708,15.0,2023-04-15 09:31:15,""
SHHX745E9U25ZS,3534872160014081,dki,"dr. Bakti Waskita, S.Sos",M,1992,4C,TU Gas - Bundaran Senayan,1.0,P00012,Bendungan Hilir,-6.217137,106.81528,3,2023-04-15 08:10:25,P00104,Karet Sudirman,-6.212457,106.82003,4.0,2023-04-15 08:47:12,3500.0
JTCG202D0E09YL,6592199688926618,dki,"Cut Ifa Kusumo, S.Pt",F,1979,M8,Lebak Bulus - Pasar Baru,1.0,"",Kedoya Assiddiqiyah,-6.174495,106.76585,14,2023-04-15 11:48:50,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,19.0,2023-04-15 13:47:24,3500.0
LXCB954K3D86QJ,4822998072462404,dki,Candrakanta Pratiwi,F,1986,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06557P,Kampus Frans Seda,-6.204283,106.87857,16,2023-04-15 08:43:33,B06560P,Kel. Rawamangun,-6.199099,106.8808,19.0,2023-04-15 09:27:47,0.0
UBPE921M9H97WN,5550195894033357,dki,Cakrabirawa Manullang,M,1981,"","",0.0,B03619P,Sbr. Hotel Mulia,-6.214132,106.79537,9,2023-04-15 09:59:02,P00087,Jelambar,-6.166548,106.78651,15.0,2023-04-15 11:51:48,3500.0
WJQJ872V9B08KW,4504835338188867,dki,Omar Nuraini,F,2006,"","",0.0,B03024P,Pusat Pengelolaan Komplek Kemayoran,-6.151371,106.84188,10,2023-04-15 09:05:56,B04385P,Sbr. Sekolah Fajar Sion,-6.138169,106.81723,26.0,2023-04-15 10:41:54,0.0
ZHSL013D5S16EV,2294337563510525,dki,Gaiman Mandasari,M,1983,5M,Kampung Melayu - Tanah Abang via Cikini,1.0,B00495P,Gg. Kelor 2,-6.211486,106.86066,27,2023-04-15 11:05:32,B05350P,SMPN 14,-6.214718,106.86485,28.0,2023-04-15 11:35:12,3500.0
OQZN856O9J00QL,2720228027487356,dki,Anggabaya Mangunsong,F,1985,9C,Pinang Ranti - Bundaran Senayan,1.0,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,6,2023-04-15 06:48:59,P00018,BNN Arah Barat,-6.24651,106.87318,12.0,2023-04-15 08:00:09,3500.0
XBUA691J6O69BC,3508912774663915,dki,"Drs. Bakidin Setiawan, S.E.",F,1965,9H,Blok M - Universitas Indonesia,1.0,B03311P,Santo Lukas,-6.244763,106.84319,12,2023-04-15 09:48:10,B05931P,YBK,-6.270872,106.8466,23.0,2023-04-15 10:33:50,3500.0
PFOI993O5B94AB,213166032088637,emoney,Uchita Mustofa,F,1996,2Q,Gondangdia - Balai Kota,1.0,B05445P,St. Gondangdia 2,-6.185054,106.8323,5,2023-04-15 06:25:54,B06034P,Masjid Cut Nyak Dien,-6.1874,106.8317,6.0,2023-04-15 07:12:47,3500.0
ORLH558N9P23CR,4590339247562523,dki,Drs. Bakiman Rahmawati,M,1970,9C,Pinang Ranti - Bundaran Senayan,0.0,P00119,Kuningan Barat,-6.23725,106.82794,11,2023-04-15 10:10:06,P00071,Gelora Bung Karno,-6.224217,106.8058,13.0,2023-04-15 10:46:57,3500.0
IQLK406T1O47WP,180039849944954,emoney,Maimunah Hassanah,M,2003,JAK.27,Pulo Gebang - Rorotan,1.0,B00437P,Gg. Damai Lingkar Timur,-6.194933,106.94389,36,2023-04-15 11:09:35,B01289P,Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401,37.0,2023-04-15 11:32:52,0.0
PLUU948W9F97MQ,30375353002744,bni,Drs. Gaman Hidayanto,M,1992,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-15 11:31:49,P00095,JIS,-6.126689,106.85587,14.0,2023-04-15 12:01:34,3500.0
MTTZ200G0E16DP,4668539141678666,dki,Queen Wahyudin,F,1981,JAK.20,Cawang UKI - Lubang Buaya,1.0,B03010P,Puri Ardhya Garini,-6.25703,106.88392,31,2023-04-15 13:56:01,B00671P,Graha Dirgantara,-6.255702,106.88296,32.0,2023-04-15 15:50:42,0.0
UDVA319Y2Y61NJ,501843492007,flazz,"Tgk. Ikin Sitorus, S.I.Kom",M,1966,12A,Pelabuhan Kaliadem - Kota,1.0,B05519P,Stella Maris 2,-6.112308,106.79234,6,2023-04-15 08:57:05,B02886P,Pluit 1,-6.115636,106.7909,10.0,2023-04-15 09:51:49,3500.0
FLCY115Z5E36JW,340306170432199,emoney,Carla Utama,F,1980,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B05653P,Taman Simpang Jatinegara,-6.217541,106.87352,5,2023-04-15 12:14:23,B02077P,Koperasi Serba Usaha,-6.222036,106.89954,23.0,2023-04-15 13:37:11,0.0
RCTO205O6G80CX,180073186339783,emoney,T. Darijan Gunarto,F,2002,JAK.01,Tanjung Priok - Plumpang,0.0,B01312P,Jln. Lagoa Kanal,-6.111979,106.88416,3,2023-04-15 13:21:05,B04653P,Sekolah Remaja Sungai Bambu,-6.1262,106.88414,12.0,2023-04-15 14:23:43,0.0
HCIE924V0T36AO,503841011862,flazz,drg. Mala Nugroho,F,1981,13B,Puri Beta - Pancoran Barat,0.0,P00001,Adam Malik,-6.236466,106.74786,2,2023-04-15 13:52:56,P00096,JORR,-6.236104,106.75488,3.0,2023-04-15 15:24:20,3500.0
KTCB935Q9G68PQ,6011412805910941,dki,Sari Pradipta,M,1988,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00230,St. Palmerah,-6.208908,106.79706,0,2023-04-15 08:50:30,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4.0,2023-04-15 09:38:17,3500.0
YYHT061X4K40CP,4718616234301,online,"Salimah Gunarto, M.Pd",F,1968,B21,Bekasi Timur - Cawang,1.0,"",GP Mall 2,-6.259474,107.01987,4,2023-04-15 13:28:48,B00194P,BTC 2,-6.258258,107.0206,5.0,2023-04-15 14:28:14,3500.0
IFFD065M2I66QT,4790144523070821,dki,Laswi Kusumo,M,2011,9,Pinang Ranti - Pluit,0.0,P00090,Jembatan Dua,-6.143279,106.79352,22,2023-04-15 09:13:42,P00170,Penjaringan,-6.126306,106.79203,24.0,2023-04-15 10:25:38,3500.0
OLGQ449L8X50OX,3566956122502027,dki,Damar Hutagalung,F,2011,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,B05640P,Taman PIK Penggilingan,-6.2042,106.93176,11,2023-04-15 08:38:22,B02800P,Perum Tpi 1,-6.197379,106.93513,22.0,2023-04-15 10:25:34,3500.0
ESMU327I6Y19YZ,4565819618289286,dki,Drs. Victoria Sihombing,M,1998,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,B04986P,Simpang Mandala Selatan Timur,-6.17199,106.80098,16,2023-04-15 10:05:42,B02290P,Masjid Baiturrohman Jati Pulo,-6.180697,106.80715,25.0,2023-04-15 10:33:42,0.0
XQFT154D6D67FE,213183686660553,emoney,Tri Handayani,M,2009,JAK.37,Cililitan - Condet via Kayu Manis,0.0,"",Sbr. SMPN 209,-6.288607,106.86376,21,2023-04-15 13:13:09,B00520P,Gg. Mundu II Tengah,-6.293006,106.86333,25.0,2023-04-15 14:20:43,0.0
RKNB697S0U44JP,4736304277327671,dki,Ilsa Kurniawan,F,2008,T11,Poris Plawad - Bundaran Senayan,0.0,B02735P,Pengayoman,-6.175358,106.64801,3,2023-04-15 12:37:39,B02287P,Masjid Baiturrahman 1,-6.210375,106.61931,12.0,2023-04-15 13:25:30,3500.0
QLLQ069Y6N30SC,630485154219,flazz,Jaga Saputra,M,2012,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B03012P,Puri Casablanca,-6.225081,106.8384,18,2023-04-15 11:35:12,B02082P,Casablanca,-6.22425,106.84452,20.0,2023-04-15 13:01:47,""
RPMY162P4U86EQ,375884069521593,emoney,Balamantri Safitri,M,1988,JAK.59,Rawamangun - Tanah Merah,1.0,B03005P,Pulo Mas Residence,-6.175379,106.88744,19,2023-04-15 12:30:09,B04422P,Sbr. SMAN 21,-6.184462,106.88737,23.0,2023-04-15 13:32:48,0.0
SRXV271H3A41UW,180076008017040,emoney,Cakrawangsa Hidayat,F,2008,JAK.56,Grogol - Srengseng,1.0,B01441P,Jln. Palmerah Barat IV,-6.206862,106.78637,13,2023-04-15 10:14:39,B01291P,Jln. Komplek Migas V Palmerah,-6.197003,106.78772,22.0,2023-04-15 11:48:59,0.0
DHTA025H1W72RX,30471339318393,bni,Dr. Enteng Safitri,F,1988,M3,Kalideres - Bundaran HI via Veteran,0.0,P00237,Sumur Bor,-6.153046,106.71929,14,2023-04-15 13:42:00,"",Pesakih,-6.154803,106.71527,15.0,2023-04-15 14:15:01,3500.0
TDCW856Z3Q01PY,4040314383482,online,"Asirwanda Najmudin, S.Ked",M,1993,BW9,Monas - Pantai Indah Kapuk,0.0,B00806P,IRTI,-6.1803,106.82618,0,2023-04-15 05:12:29,B06049P,Melody Golf,-6.091746,106.7461,7.0,2023-04-15 07:00:05,0.0
UOTX870L9V44KB,213119132205510,emoney,Atma Sirait,F,1988,JAK.39,Kalimalang - Duren Sawit,1.0,B05790P,TPU Pondok Kelapa,-6.237272,106.94293,1,2023-04-15 09:17:21,B05148P,Simpang Serdang Swadaya Raya 2,-6.227633,106.91484,28.0,2023-04-15 10:47:05,0.0
YKXB967D4R88RS,4541880000962,online,Drs. Hani Pratama,F,2012,JAK.31,Blok M - Andara,1.0,B04065P,Sbr. Masjid Jami Darussalam Pinang,-6.307844,106.79875,10,2023-04-15 11:43:37,B03631P,Sbr. Jln. Albarkah I Cilandak,-6.285954,106.79961,25.0,2023-04-15 13:05:18,0.0
GZCF948R3O40AV,4321295069509396,dki,Gilda Kuswandari,F,1987,6T,Pasar Minggu - Velbak,0.0,B00342P,Essence Dharmawangsa,-6.257365,106.80495,30,2023-04-15 05:30:08,B02391P,Mayestik 1,-6.242041,106.79116,38.0,2023-04-15 07:23:00,3500.0
TPAR665U1E09RZ,676371995694,flazz,"T. Tirta Andriani, S.Farm",F,1987,JAK.22,Dwikora - Penas Kalimalang,0.0,B02141P,Lion Center,-6.240451,106.87898,13,2023-04-15 08:14:59,B00235P,Cawang Soetoyo 2,-6.245259,106.876,15.0,2023-04-15 09:50:18,0.0
SFWT962X9H04TK,4181188603059045,dki,Eli Budiman,M,1977,11B,Rusun Rawa Bebek - Penggilingan,1.0,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,1,2023-04-15 05:23:38,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,2.0,2023-04-15 06:21:15,0.0
UVUE220L6I83OZ,36883602587849,bni,Jaya Waskita,F,1981,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,B00115P,UPT. LLHD 2,-6.225501,106.83489,5,2023-04-15 17:57:15,B04263P,Sbr. Puskesmas Setiabudi,-6.206882,106.83363,12.0,2023-04-15 19:39:24,3500.0
GOCV526B0O47EC,630471439459,flazz,Aisyah Budiman,F,2011,7,Kampung Rambutan - Bidara Cina,1.0,P00204,RS Harapan Bunda,-6.301956,106.86803,13,2023-04-15 19:24:11,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15.0,2023-04-15 21:23:36,3500.0
RDGV869A3Q42TG,4543770359797416,dki,Rahmi Hartati,M,1976,1E,Pondok Labu - Blok M,1.0,B02538P,One Belpark 1,-6.304695,106.79445,18,2023-04-15 17:18:19,B05072P,Simpang Pinang I Pondok Labu,-6.309114,106.79567,21.0,2023-04-15 18:49:43,3500.0
WIIA483N6P57XP,4712578077830764,dki,Padma Nugroho,M,1995,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,B00100P,Baladewa Residence,-6.229648,106.91038,13,2023-04-15 16:21:00,P00194,Pulo Gebang,-6.213275,106.953327,27.0,2023-04-15 17:53:23,3500.0
IACV524C6L42SO,3522515700043201,dki,Amelia Nasyidah,F,1986,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,B00171P,Boulevard Kelapa Cengkir Raya,-6.165966,106.90211,38,2023-04-15 16:43:25,B04915P,Simpang Kelapa Cengkir Flamboyan,-6.169191,106.90736,40.0,2023-04-15 17:53:41,0.0
EYKA131X2V57LR,4124479653277670248,brizzi,Cut Septi Wulandari,M,2004,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00071,Gelora Bung Karno,-6.224217,106.8058,5,2023-04-15 19:25:10,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-15 20:38:17,3500.0
ETKV807L1J89DP,213122351336222,emoney,"Drs. Uli Hasanah, M.Ak",F,2005,10,Tanjung Priok - PGC 2,1.0,P00178,PGC 2,-6.2619,106.8657,0,2023-04-15 18:46:13,P00168,Penas Kalimalang,-6.23907,106.878,4.0,2023-04-15 19:46:15,3500.0
LYAM083Z3U39LQ,3592479316508823,dki,Cayadi Mayasari,M,2009,M3,Kalideres - Bundaran HI via Veteran,0.0,P00087,Jelambar,-6.166548,106.78651,7,2023-04-15 20:17:12,P00088,Jembatan Baru,-6.154831,106.73038,12.0,2023-04-15 21:54:49,3500.0
DXMW839Y5Y70LS,4121673937975,online,H. Eko Novitasari,F,1994,JAK.120,JIS - Terminal Muara Angke,0.0,B06563P,Sbr. Baywalk 2,-6.110582,106.77963,38,2023-04-15 19:44:36,B05714P,Term. Muara Angke 2,-6.109001,106.77349,40.0,2023-04-15 20:35:32,0.0
AQTK927L1L98DE,30049505347485,bni,"Ophelia Kuswoyo, S.Farm",M,1983,S21,Ciputat - CSW,1.0,B01304P,Jln. KRI Harimau,-6.253467,106.79112,6,2023-04-15 19:39:26,B05821P,UMJ 2,-6.295705,106.76554,17.0,2023-04-15 21:05:58,3500.0
KSYN509R0U35SA,3546981403871656,dki,"Drs. Vicky Ardianto, S.Pd",F,1982,2B,Harapan Indah - ASMI,0.0,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,0,2023-04-15 20:04:15,B02693P,Ps. Ujung Menteng,-6.190104,106.96693,7.0,2023-04-15 21:35:59,3500.0
ZKPL832B6B66TF,4582832677562989,dki,"Rahmi Siregar, S.E.I",M,1989,M3,Kalideres - Bundaran HI via Veteran,0.0,P00208,RS Sumber Waras,-6.166294,106.79675,5,2023-04-15 17:10:57,P00243,Taman Kota,-6.157176,106.75789,9.0,2023-04-15 19:01:37,3500.0
ANUG795S9C78FQ,4576861140710803534,brizzi,"R. Saiful Riyanti, S.E.I",F,1990,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B02145P,Litbang Depnaker Jaktim,-6.31213,106.86264,48,2023-04-15 16:43:59,B04388P,Sbr. Sekolah Islam PB Soedirman,-6.314439,106.86316,49.0,2023-04-15 17:54:47,0.0
NZFB265Q1Z66CP,4840744854508974,dki,"Puti Ellis Haryanti, S.E.",F,2004,JAK.53,Grogol - Pos Pengumben via Slipi,1.0,B01131P,Jln. H. Nasir Srengseng,-6.205389,106.75825,12,2023-04-15 15:16:45,B04167P,Sbr. Ps. Pengampuan,-6.199282,106.76093,19.0,2023-04-15 16:27:10,0.0
NIJQ681Z7C22XG,375849137332372,emoney,"Ilyas Budiyanto, M.Pd",F,2010,JAK.58,Cilincing - Rorotan,1.0,B04077P,Sbr. Masjid Nurul Jannah Marunda,-6.119226,106.95707,32,2023-04-15 16:36:12,B02584P,Ps. Bebek Marunda 2,-6.111296,106.94801,35.0,2023-04-15 17:58:31,0.0
VEOH661R8V50YY,4437160351996555,dki,"Eva Siregar, S.Gz",F,2007,1N,Tanah Abang - Blok M,1.0,B00326P,Dukuh Atas 4,-6.204819,106.8221,11,2023-04-15 19:37:22,B03314P,MH Thamrin 2,-6.188238,106.82277,15.0,2023-04-15 20:49:27,3500.0
HYUP429Y7N07AV,370095866460258,emoney,Pranata Tampubolon,F,1979,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,P00077,Halimun,-6.205137,106.83338,14,2023-04-15 17:35:48,P00052,Dukuh Atas 2,-6.203276,106.82377,15.0,2023-04-15 19:22:59,3500.0
NKWV280U0I29FX,630419596436,flazz,"Hani Ardianto, S.Ked",F,1997,1K,Cibubur Junction - Blok M,0.0,B02414P,Menara Mandiri,-6.223667,106.8071,4,2023-04-15 19:23:49,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,5.0,2023-04-15 21:19:03,20000.0
ZRZL216Z0P74PF,3540357155140234,dki,R. Cornelia Saputra,M,1985,2E,Rusun Rawa Bebek - Kodamar,1.0,B02947P,Pool Taksi,-6.188631,106.93426,10,2023-04-15 19:04:57,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23.0,2023-04-15 20:48:41,0.0
KJUI024U5Z17HO,213125070843980,emoney,"Tgk. Salwa Wahyudin, M.Kom.",F,1991,S31,Bintaro - Fatmawati,1.0,B00229P,Carrefour Lebak Bulus,-6.287529,106.7768,4,2023-04-15 17:01:13,B00148P,Bintaro Xchange,-6.286813,106.72865,5.0,2023-04-15 18:38:53,20000.0
ONGV723Z6Z63KB,6011718928121822,dki,Ade Halimah,F,1993,1R,Senen - Tanah Abang,1.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,2,2023-04-15 18:47:49,B05315P,SMKN 38,-6.181971,106.8174,4.0,2023-04-15 19:49:50,3500.0
HWLA981W4I64BN,4724873649782668,dki,Laila Yulianti,F,1999,6U,Blok M - Pasar Minggu,1.0,B06633P,Sbr. Kel. Ps. Minggu,-6.285514,106.84058,0,2023-04-15 18:33:24,P00053,Duren Tiga,-6.252377,106.82697,17.0,2023-04-15 19:59:39,3500.0
PRNA157N2Q39IY,213110868551409,emoney,dr. Lalita Budiyanto,M,2011,2P,Gondangdia - Senen,0.0,B01813P,Kanisius,-6.185327,106.83551,3,2023-04-15 20:03:21,B03201P,RSPAD 3,-6.175462,106.83922,11.0,2023-04-15 21:05:11,3500.0
HTIZ363N6E78AM,3509163775507805,dki,Labuh Kusumo,F,1992,9D,Pasar Minggu - Tanah Abang,1.0,B02408P,Menara Astra,-6.207361,106.8219,32,2023-04-15 15:59:58,B02972P,Pospol Jati Bunder,-6.189707,106.81317,46.0,2023-04-15 17:16:40,3500.0
WFKH152Y6K53EP,3569644495730154,dki,"Kasim Prasetya, S.Ked",F,2001,1C,Pesanggrahan - Blok M,1.0,B00190P,BSI 1,-6.237724,106.76225,15,2023-04-15 15:49:51,B04320P,Sbr. SD Kartika X-2,-6.25399,106.75647,25.0,2023-04-15 16:55:22,3500.0
CZHG438K5G92IV,4592780721139296,dki,Wakiman Sihombing,M,1976,2B,Harapan Indah - ASMI,0.0,P00028,Cakung United Tractors,-6.18324,106.92998,16,2023-04-15 17:42:43,P00258,Tipar Cakung,-6.183387,106.92463,17.0,2023-04-15 19:26:54,3500.0
VSCD852W9I83JU,180001837393123,emoney,"Dr. Damu Winarno, S.IP",F,1994,8A,Jelambar - Juanda,1.0,P00260,Tomang Mandala,-6.176875,106.80037,4,2023-04-15 15:17:56,P00087,Jelambar,-6.166548,106.78651,6.0,2023-04-15 17:00:55,3500.0
MAZY796L6D47LD,30453434239088,bni,Drs. Aurora Tarihoran,F,1983,JAK.52,Terminal Kalideres - Terminal Muara Angke,0.0,"",RS Grand Family,-6.123468,106.73897,11,2023-04-15 18:59:32,B03695P,Sbr. Jln. Elang Laut Kamal,-6.124307,106.74907,14.0,2023-04-15 20:18:11,0.0
PUEZ331E8Z65GH,378517729021177,emoney,"Tgk. Febi Farida, M.Farm",F,2009,JAK.13,Tanah Abang - Jembatan Lima,0.0,B03936P,Sbr. Kel. Tambora,-6.146476,106.80706,32,2023-04-15 18:37:08,B05068P,Simpang Perniagaan Tambora,-6.14163,106.80768,35.0,2023-04-15 20:19:44,0.0
TQHF683U4Q95GU,3575726862796769,dki,Carla Tampubolon,M,1962,8A,Jelambar - Juanda,1.0,P00176,Petojo,-6.169984,106.81698,2,2023-04-15 20:23:04,P00211,S Parman Podomoro City Arah Barat,-6.175587,106.79223,5.0,2023-04-15 21:16:07,3500.0
PCMP752M7W36QA,4023261383627521,dki,Among Wahyudin,F,1984,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B05598P,Taman Jln. Bhakti 1,-6.105653,106.94035,18,2023-04-15 18:32:02,B06179P,Gg. Swadaya 2 G,-6.133735,106.93576,19.0,2023-04-15 19:34:55,0.0
ZLDO446F4F36EQ,213109637797111,emoney,T. Galar Rajasa,F,2000,M7,Kampung Rambutan - Monas,1.0,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,12,2023-04-15 18:13:26,P00016,BKN,-6.257751,106.87,19.0,2023-04-15 20:09:36,3500.0
GQPC770Y8I60YR,4227729131214,online,Maryanto Tamba,M,1982,M1,Blok M - Kota,1.0,P00256,MH Thamrin,-6.188149,106.82299,10,2023-04-15 17:49:58,P00051,Dukuh Atas,-6.205702,106.82223,13.0,2023-04-15 19:03:06,3500.0
DDAH484F3A63KY,371749273751332,emoney,Waluyo Nuraini,M,1990,10K,Tanjung Priok - Senen via Taman BMW,1.0,B00109P,Bangau VI,-6.169278,106.84271,2,2023-04-15 18:54:50,B02306P,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23.0,2023-04-15 20:43:30,3500.0
HOVF937K5Y15XM,4767223872063121,dki,Edi Suryatmi,M,1995,JAK.24,Senen - Pulo Gadung via Kelapa Gading,1.0,B00046P,Aneka Apotek,-6.151647,106.87959,18,2023-04-15 18:57:18,B05549P,Sunter Boulevard Barat 1,-6.149527,106.88866,24.0,2023-04-15 20:05:58,0.0
LUBK711V4N59ZC,4404611226778810111,brizzi,Tgk. Banawi Wibisono,M,1981,JAK.58,Cilincing - Rorotan,0.0,B04227P,Sbr. Ponpes Alhikmah Rorotan,-6.131475,106.95542,47,2023-04-15 19:53:21,B03513P,Sbr. Gg. Bulak I Rorotan,-6.132862,106.9553,48.0,2023-04-15 21:21:33,0.0
SEFJ397K6A53BH,2321217432765996,dki,"Lantar Aryani, S.Gz",M,1967,D21,Universitas Indonesia - Lebak Bulus,1.0,"",Tj. Mas Raya,-6.308428,106.8391,24,2023-04-15 17:03:22,B05266P,SMAN 38,-6.336201,106.83579,33.0,2023-04-15 18:03:26,3500.0
KBQT136E4M10JU,5220242748386167,dki,Tasnim Sihombing,F,2007,M7,Kampung Rambutan - Monas,1.0,P00104,Karet Sudirman,-6.212457,106.82003,6,2023-04-15 20:54:37,P00204,RS Harapan Bunda,-6.301956,106.86803,23.0,2023-04-15 22:04:07,3500.0
VSAJ466T4U75XW,349318556724843,emoney,Darimin Nuraini,M,2009,JAK.54,Grogol - Benhil,1.0,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,21,2023-04-15 20:54:44,B04293P,Sbr. RS Pelni Petamburan,-6.192916,106.80556,23.0,2023-04-15 22:27:23,0.0
FYLM418L2S65AK,571548857234,flazz,Yance Wahyuni,M,1993,1M,Meruya - Blok M,1.0,B05282P,SMAN 85,-6.215171,106.75989,24,2023-04-15 18:09:04,B03247P,Ruko Meruya Ilir,-6.197437,106.75067,36.0,2023-04-15 19:06:33,3500.0
UDPZ792F6M62OY,4811093995390867,dki,Wani Mansur,F,2011,JAK.15,Bulak Turi - Tanjung Priok,0.0,B03283P,Rusun Marunda 1,-6.098204,106.96232,2,2023-04-15 20:41:05,B04150P,Sbr. Ps. Jongkok,-6.108859,106.93453,17.0,2023-04-15 22:18:49,0.0
HWCK704S5E61MK,6543370786192839,dki,Enteng Novitasari,M,1967,11B,Rusun Rawa Bebek - Penggilingan,0.0,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-15 15:52:37,B06655P,Walikota Jakarta Timur 2,-6.212722,106.94472,1.0,2023-04-15 17:06:50,0.0
