transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
JWTW997X1W75ZQ,343851798729291,emoney,Garang Utama,F,1997,JAK.16,Cililitan - Condet,1.0,B03038P,Puskesmas Balekambang,-6.284147,106.85164,14,2023-04-11 16:37:04,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-11 18:02:47,0.0
VDBT870S4N13PP,676293109036,flazz,Fathonah Saefullah,M,1983,6V,"",1.0,P00228,SMK 57,-6.290967,106.82365,14,2023-04-11 17:33:30,P00199,Ragunan,-6.305769,106.81949,16.0,2023-04-11 18:27:07,3500.0
BMZH894Z5K42JO,213191293100137,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,"",Jatinegara RS Premier,-6.221412,106.86807,2,2023-04-11 16:11:39,B00767P,Hero Basuki Rahmat,-6.22764,106.88296,6.0,2023-04-11 17:14:01,3500.0
RJEG317Y6P73EW,2295833910329055,dki,Taufik Farida,F,1981,JAK.02,Kampung Melayu - Duren Sawit,1.0,B02339P,Masjid Jami Attaubah 2,-6.231559,106.87297,29,2023-04-11 17:43:34,B05706P,Term. Kampung Melayu,-6.224804,106.86697,36.0,2023-04-11 18:53:05,0.0
TLYA336G4K01HY,4968156435384914,dki,Martana Suartini,F,2007,11,Pulo Gebang - Matraman,1.0,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227,4,2023-04-11 16:06:46,P00234,Stasiun Klender,-6.213532,106.89866,6.0,2023-04-11 17:53:35,3500.0
CMAB726M1E58NV,676367323901,flazz,Eluh Nugroho,F,2011,1C,Pesanggrahan - Blok M,1.0,B04684P,Seskoal 1,-6.238155,106.77231,11,2023-04-11 16:10:04,B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529,37.0,2023-04-11 18:04:37,3500.0
JCGT828Y8Y28BN,4384653483539395,dki,"Cut Hana Maulana, S.H.",F,1979,3B,Rusun Flamboyan - Cengkareng,1.0,B04136P,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,2023-04-11 16:19:33,"","","","","","",0.0
OAHE402U2I60WM,213155309116759,emoney,Tgk. Ilsa Farida,M,1983,R1A,Pantai Maju - Kota,1.0,B01680P,Jln. Tiang Bendera III,-6.134768,106.80901,5,2023-04-11 17:03:18,B03165P,RS PIK 2,-6.112549,106.75264,33.0,2023-04-11 18:18:36,3500.0
OLET828C5T66XF,4682220924642,online,"Drs. Nadia Ramadan, S.Sos",M,1960,M1,Blok M - Kota,1.0,P00256,MH Thamrin,-6.188149,106.82299,10,2023-04-11 16:21:18,P00261,Tosari,-6.196892,106.82309,12.0,2023-04-11 17:55:14,3500.0
XZIK886N4V97ZC,3589380857722689,dki,drg. Lukman Hidayanto,M,1995,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03746P,Sbr. Jln. Kebagusan III,-6.309188,106.827,19,2023-04-11 16:19:18,B01965P,Kementan,-6.294976,106.82448,25.0,2023-04-11 18:12:30,0.0
LVFS747D4P72RP,4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001,7E,Kampung Rambutan - Ragunan,1.0,B01062P,Jln. Gabus Raya,-6.301222,106.83623,7,2023-04-11 16:48:32,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16.0,2023-04-11 17:57:02,3500.0
TYPR243O6Z00UZ,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,1.0,B00113P,Bank Indonesia 2,-6.182667,106.82275,18,2023-04-11 17:10:28,B05442P,St. Gambir 2,-6.17568,106.8307,25.0,2023-04-11 18:58:40,3500.0
FVRO383P6T51QV,379334845079777,emoney,Salman Ramadan,M,1968,7D,Pancoran - Kampung Rambutan,1.0,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,2023-04-11 16:11:54,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,11.0,2023-04-11 17:21:16,3500.0
YIZI815L0E52TJ,346910704516122,emoney,Zizi Nasyiah,M,1985,6H,Senen - Lebak Bulus,0.0,B02840P,Pintu Air Menteng,-6.19598,106.83266,21,2023-04-11 17:28:18,P00103,Karet Kuningan,-6.21667,106.830737,28.0,2023-04-11 18:51:03,3500.0
SZYD527G0H37ED,2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",F,2010,14,Jakarta International Stadium - Senen,0.0,B04517P,Sbr. Sunter Icon,-6.134808,106.85595,5,2023-04-11 17:02:10,B00292P,Danau Agung 1,-6.147281,106.8582,8.0,2023-04-11 18:40:24,3500.0
YUKJ774T7A53TS,675990206087,flazz,Margana Narpati,F,1989,BW9,Monas - Pantai Indah Kapuk,0.0,B06049P,Melody Golf,-6.091746,106.7461,7,2023-04-11 17:23:34,B06040P,Pantai Maju,-6.093637,106.75068,8.0,2023-04-11 18:15:05,0.0
SDCH247A8B09CQ,639040388584,flazz,"Galang Megantara, S.Ked",M,1989,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-11 17:18:23,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-11 18:54:38,3500.0
NETM355L0V64GW,4947438345710982,dki,Rahayu Rahayu,F,2006,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,B01786P,JPO Blok E,-6.184738,106.81492,29,2023-04-11 17:22:52,B02830P,Pharmin,-6.182988,106.81306,30.0,2023-04-11 19:14:59,3500.0
UIHI726I5C90KP,3539535695881465,dki,"Dr. Zulfa Tamba, S.E.I",M,1986,2,Pulo Gadung - Monas,1.0,P00037,Cempaka Tengah,-6.170398,106.86659,8,2023-04-11 17:45:17,P00192,Pulo Gadung 1,-6.183239,106.90907,15.0,2023-04-11 19:20:36,3500.0
IVKA086P7P71OV,574726750023,flazz,drg. Lukita Rajata,F,1983,JAK.15,Bulak Turi - Tanjung Priok,1.0,B03236P,Ruko Enggano,-6.10982,106.88493,1,2023-04-11 16:38:30,B02620P,Ps. Jongkok,-6.108844,106.93442,30.0,2023-04-11 18:26:02,0.0
YAMT708O1X46JU,344303671677311,emoney,"R. Mila Wahyuni, S.Sos",F,2006,R1A,Pantai Maju - Kota,0.0,B05252P,SMAK Penabur Enam 1,-6.114247,106.77389,17,2023-04-11 17:26:29,B00079P,Aston Pluit 1,-6.124693,106.79511,28.0,2023-04-11 19:16:21,3500.0
KYAC171S3Q13CU,3544931989278653,dki,"Artawan Iswahyudi, M.Pd",M,1991,6N,Ragunan - Blok M via Kemang,1.0,B06577P,Blok M Jalur 2,-6.243369,106.80188,0,2023-04-11 16:34:14,B00067P,Arsip Nasional RI 2,-6.279481,106.81995,15.0,2023-04-11 18:27:23,3500.0
VJWH189F1T11JY,4017802962833960,dki,Aurora Hasanah,F,1990,M11,Pulo Gebang - Pulo Gadung 2,1.0,P00059,Flyover Radin Inten,-6.215982,106.92438,4,2023-04-11 17:48:42,P00169,Penggilingan,-6.214132,106.93961,6.0,2023-04-11 18:50:17,3500.0
VUZM798O0V31NE,5465310774429054,dki,Hj. Rahmi Hartati,F,2010,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01516P,Jln. Primanota,-6.168008,106.91097,16,2023-04-11 17:33:07,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935,28.0,2023-04-11 18:52:16,0.0
RWQA602I7R95NB,347394043585982,emoney,Darmaji Wahyuni,F,2003,9N,Pinang Ranti - Pramuka,1.0,P00016,BKN,-6.257751,106.87,0,2023-04-11 16:01:16,P00064,Garuda Taman Mini,-6.290154,106.88116,1.0,2023-04-11 17:25:36,3500.0
GXYS806O2B48PG,4723250872219869,dki,Cager Setiawan,M,1965,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,"",Sbr. Ps. Bukit Duri,-6.217564,106.85417,39,2023-04-11 16:13:08,B05772P,Tongtek,-6.21662,106.8628,42.0,2023-04-11 17:08:33,0.0
EWMD157Q5B81AD,3545499820365948,dki,Cawuk Mayasari,F,2002,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B04469P,Sbr. SMPN 148,-6.218411,106.89498,19,2023-04-11 16:37:08,B01578P,Jln. Serdang,-6.228906,106.91459,33.0,2023-04-11 18:33:08,0.0
RIKO977R8H04KT,2718070346782735,dki,Asman Uyainah,F,2005,2,Pulo Gadung - Monas,1.0,P00014,Bermis,-6.178203,106.89859,14,2023-04-11 16:41:13,P00192,Pulo Gadung 1,-6.183239,106.90907,15.0,2023-04-11 17:59:34,3500.0
FGGC476S1Z40HK,342531623551844,emoney,Zulaikha Yulianti,F,1991,13,Ciledug - Tendean,0.0,P00136,Mayestik,-6.241921,106.79077,9,2023-04-11 16:35:28,P00259,Tirtayasa,-6.239207,106.80777,11.0,2023-04-11 18:25:44,3500.0
QDUP372K9X60TM,349944373495091,emoney,Oliva Sirait,M,1983,7P,Pondok Kelapa - BKN,0.0,B00335P,Embun Pagi Islamic Elementary School,-6.248768,106.92911,9,2023-04-11 17:49:02,B02141P,Lion Center,-6.240451,106.87898,27.0,2023-04-11 19:03:21,3500.0
ESON102B2C89UQ,4428582927102421723,brizzi,"dr. Belinda Handayani, S.E.",M,2002,JAK.02,Kampung Melayu - Duren Sawit,1.0,"",Simpang Pondok Bambu Batas 2,-6.241533,106.90058,9,2023-04-11 16:06:06,B02227P,Masjid Al Akhbar PWI 2,-6.233343,106.88858,17.0,2023-04-11 17:39:25,0.0
VEBB076I5M88YZ,566171543168,flazz,Laila Simanjuntak,F,1992,11,Pulo Gebang - Matraman,0.0,P00224,Slamet Riyadi,-6.208533,106.85929,16,2023-04-11 16:31:03,P00134,Matraman 1,-6.19998,106.85443,18.0,2023-04-11 18:06:48,3500.0
PJEN186I5T79SM,213121690546749,emoney,Pranata Wahyudin,F,2009,JAK.36,Cilangkap - Cililitan,1.0,B00949P,Jln. Budi Murni Raya Cilangkap,-6.33352,106.89479,25,2023-04-11 16:46:22,B01079P,Jln. Giri Kencana Raya Cilangkap,-6.340412,106.90292,30.0,2023-04-11 18:10:52,0.0
FXAO602J8B20JO,3527853482331808,dki,Puti Paris Marpaung,M,2003,13B,Puri Beta - Pancoran Barat,0.0,P00200,Rawa Barat,-6.238947,106.81624,12,2023-04-11 17:20:57,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,13.0,2023-04-11 18:33:48,3500.0
QVOS089F0J97QE,5542490449138301,dki,Sutan Narji Nasyidah,M,2001,1Q,Rempoa - Blok M,0.0,B05416P,SPBU Shell Rempoa,-6.265358,106.76615,5,2023-04-11 16:41:38,B02117P,Lapangan Hankam,-6.258139,106.76796,8.0,2023-04-11 17:45:17,3500.0
IXBK776G0R40UB,4380875529452127,dki,Tirtayasa Sitorus,F,1988,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B00700P,Green Terrace,-6.303484,106.88539,13,2023-04-11 17:47:19,B02502P,Museum Nasional VIsible Storage,-6.307188,106.89653,16.0,2023-04-11 18:52:49,0.0
LXRX146Y9X61QK,4172238784006231,dki,"Galak Prayoga, S.Pd",M,1993,JAK.14,Tanah Abang - Meruya,0.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3,2023-04-11 16:50:10,B03261P,Ruko Taman Kb. Jeruk,-6.197388,106.74818,58.0,2023-04-11 17:57:59,0.0
RWEQ134A5N42MK,340065298083181,emoney,Tgk. Garda Utami,F,2010,M7,Kampung Rambutan - Monas,1.0,P00051,Dukuh Atas,-6.205702,106.82223,5,2023-04-11 17:24:22,P00060,Flyover Raya Bogor,-6.3065,106.8657,24.0,2023-04-11 19:10:02,3500.0
ODZO677D9U07MO,4268640600849949,dki,"Elvina Situmorang, S.Psi",F,1985,JAK.15,Bulak Turi - Tanjung Priok,1.0,B04940P,Simpang Kesemek 2,-6.113324,106.92085,16,2023-04-11 17:55:53,B03893P,Sbr. Kebantenan IX,-6.108601,106.93245,28.0,2023-04-11 19:03:34,0.0
GUND727O8V35XR,4290559479079,online,Lutfan Hakim,M,2011,T21,Palem Semi - Bundaran Senayan,0.0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,2023-04-11 16:46:22,B05544P,Summitmas,-6.225826,106.80402,10.0,2023-04-11 18:14:16,20000.0
HFCY367J1K99GG,213155263532652,emoney,Restu Waluyo,F,1984,12A,Pelabuhan Kaliadem - Kota,1.0,P00008,Bandengan Selatan,-6.136318,106.80347,2,2023-04-11 17:54:34,B02805P,Perumahan Buddha Tzu Chi 2,-6.107634,106.77184,17.0,2023-04-11 19:30:46,3500.0
DHWJ061I7J59NG,4294484188649274,dki,Gara Sitompul,F,1999,9D,Pasar Minggu - Tanah Abang,1.0,B00694P,Grand Sahid,-6.210975,106.82059,31,2023-04-11 17:25:25,P00256,MH Thamrin,-6.188149,106.82299,37.0,2023-04-11 18:59:13,3500.0
TKDF375N6S40MF,180057903365395,emoney,Daryani Prabowo,M,1989,1,Blok M - Kota,0.0,P00133,Masjid Agung,-6.236483,106.79845,2,2023-04-11 17:54:49,P00183,Polda Metro Jaya,-6.221094,106.81028,5.0,2023-04-11 18:59:08,3500.0
EVWA329F2I08LR,3551174827324245,dki,Gangsa Widodo,M,1966,3A,Rusun Pesakih - Kalideres,0.0,B03286P,Rusun Pesakih,-6.161468,106.71698,0,2023-04-11 17:37:26,B02379P,Masjid Raya KH Hasyim Asyari,-6.159272,106.71708,1.0,2023-04-11 19:09:44,0.0
BDIV810E9Y77NG,340858239719917,emoney,"Yance Pratama, S.Kom",F,1994,6N,Ragunan - Blok M via Kemang,0.0,B00037P,Ampera 3,-6.291196,106.81706,4,2023-04-11 16:12:58,B01272P,Jln. Kenanga,-6.287468,106.81848,7.0,2023-04-11 17:19:16,3500.0
HYDT324V3T85YK,3569562588766630,dki,"dr. Sakura Budiman, S.IP",M,1972,3C,Rusun Kapuk Muara - Penjaringan,0.0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-11 17:34:56,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-11 19:15:38,0.0
PXPM567R2C96KH,180016859215889,emoney,"Zalindra Irawan, M.TI.",M,1992,M8,Lebak Bulus - Pasar Baru,1.0,P00209,RS Tarakan,-6.171146,106.81011,21,2023-04-11 17:43:01,P00161,Pecenongan,-6.16771,106.82819,23.0,2023-04-11 19:33:39,3500.0
OHCE795W8A09MQ,373945281501952,emoney,"Jamal Pudjiastuti, S.I.Kom",F,1981,B21,"",0.0,P00019,BTC,-6.258292,107.02069,8,2023-04-11 17:44:49,P00297,BNN LRT,-6.245863,106.871143,13.0,2023-04-11 19:42:01,3500.0
WVWV864A3D33FQ,5134532253940704,dki,Suci Wacana,M,1985,12A,Pelabuhan Kaliadem - Kota,0.0,B02804P,Perumahan Buddha Tzu Chi 1,-6.107548,106.77192,1,2023-04-11 17:23:55,B02489P,Muara Angke,-6.110009,106.77471,3.0,2023-04-11 18:33:50,3500.0
LOJJ556H8I11DH,3549158005951908,dki,"Mustofa Wijayanti, M.Farm",M,1981,1T,Cibubur - Balai Kota,1.0,B05773P,Tosari 1,-6.199166,106.82334,6,2023-04-11 17:33:12,B00325P,Dukuh Atas 3,-6.20565,106.8225,7.0,2023-04-11 19:23:30,20000.0
NKRZ228M8G74NR,379764016867073,emoney,Saka Sihombing,F,1969,JAK.71,Kampung Rambutan - Pinang Ranti,1.0,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781,16,2023-04-11 17:20:45,B03109P,RPTRA Dukuh,-6.301412,106.87583,17.0,2023-04-11 18:34:25,0.0
SYJQ789K5J76VT,4189640459822695962,brizzi,Mutia Mayasari,M,1978,JAK.77,Tanjung Priok - Jembatan Item,1.0,B01704P,Jln. Warakas I Gg. 8,-6.117623,106.87674,10,2023-04-11 16:39:54,B06872P,Sbr. Jln. Ancol Selatan,-6.134139,106.855696,38.0,2023-04-11 17:51:44,0.0
RBKT907Z1Q59XU,4766007569419196,dki,"Danu Suartini, S.Farm",M,2010,M3,Kalideres - Bundaran HI via Veteran,0.0,P00025,Bundaran HI,-6.193021,106.823,0,2023-04-11 17:07:31,P00081,Indosiar,-6.163376,106.77514,8.0,2023-04-11 18:14:07,3500.0
KNIE283Y7D94UK,3576239635494729,dki,Harsaya Natsir,F,1970,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B04625P,Sekolah Cita Buana,-6.316189,106.81425,25,2023-04-11 17:24:52,B00042P,Andara Margasatwa 1,-6.313471,106.80369,36.0,2023-04-11 19:19:48,0.0
RULS977Y4V85VX,587887634588,flazz,Drs. Harjo Nurdiyanti,M,1986,14,Jakarta International Stadium - Senen,1.0,B06066P,Polres Metro Jakpus,-6.159496,106.8514,7,2023-04-11 17:14:45,B06067P,Sunter Muara 1,-6.144331,106.85745,10.0,2023-04-11 19:07:58,3500.0
RYEJ973C8B96FL,567286069354,flazz,"Dt. Atmaja Suartini, M.Farm",F,2000,JAK.48B,Stasiun Tebet - Kampung Melayu,1.0,B00138P,Bidara Cina 1,-6.229954,106.86735,1,2023-04-11 16:59:58,"","","","","","",""
WUDC052T2Q02HY,4097122165824,online,Dewi Mansur,M,1994,"","",0.0,B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097,5,2023-04-11 17:29:38,B05344P,SMPN 127,-6.198939,106.7783,10.0,2023-04-11 19:23:57,3500.0
EVIZ662U7X60AG,378851219912235,emoney,Tina Hutasoit,F,1981,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,B02328P,Masjid Jami Al-Baidlo,-6.295729,106.89896,40,2023-04-11 16:29:37,B00077P,Asshomadiyah Medicare Centre 2,-6.29557,106.89825,41.0,2023-04-11 18:16:26,0.0
SQQI637R3T05EZ,180022972730457,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010,M10,PGC 2 - Tanjung Priok,0.0,P00196,Pulo Mas Bypass,-6.176953,106.876,12,2023-04-11 16:59:16,P00248,Tanjung Priok,-6.10959,106.88214,21.0,2023-04-11 17:49:47,3500.0
FPQW492W6M31UV,2237440645700724,dki,Latika Sirait,M,1953,10D,Kampung Rambutan - Tanjung Priok,0.0,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16,2023-04-11 17:48:56,P00101,Kampung Rambutan,-6.309885,106.88216,17.0,2023-04-11 19:04:32,3500.0
QGFW425C9V64PL,6011162006507240,dki,Lasmanto Budiman,M,1989,JAK.75,Cililitan - Kp. Pulo,1.0,B00154P,BKN 1,-6.258026,106.86955,22,2023-04-11 16:36:08,B03604P,Sbr. Graha Dirgantara,-6.255569,106.88303,24.0,2023-04-11 17:53:44,0.0
XQUW695Q8B58ZR,4730280883020443501,brizzi,Zamira Puspita,M,1977,B11,Summarecon Bekasi - BNN,1.0,P00297,BNN LRT,-6.245863,106.871143,0,2023-04-11 16:08:23,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,5.0,2023-04-11 17:57:59,3500.0
HNUX336S8O25KE,3505707886664931,dki,T. Bagas Halimah,F,1994,JAK.52,Terminal Kalideres - Terminal Muara Angke,1.0,B00242P,Centro Metro Broadway,-6.116362,106.76143,14,2023-04-11 17:22:49,B06656P,Pesakih 1,-6.154564,106.71537,43.0,2023-04-11 18:49:07,0.0
TBEV304K8C02HN,4450403105752326,dki,"Dr. Intan Mulyani, S.E.I",M,1977,JAK.37,Cililitan - Condet via Kayu Manis,1.0,B04057P,Sbr. Masjid Jami Al Muttaqin Balekambang,-6.283996,106.85052,2,2023-04-11 17:05:33,B03548P,Sbr. Gg. Mundu II Tengah,-6.292947,106.86324,14.0,2023-04-11 18:51:32,0.0
FQVO464M8Q75BZ,4074114259011835374,brizzi,Vero Hutagalung,F,1983,JAK.31,Blok M - Andara,1.0,B00245P,Child Care Pre School,-6.257557,106.8009,48,2023-04-11 17:53:05,"","","","","","",0.0
QZUJ640L7O97PG,4000041838802,online,Diah Marpaung,M,2012,11M,Rusun Rawa Bebek - Bukit Duri,1.0,P00058,Flyover Klender,-6.213596,106.90306,7,2023-04-11 16:26:51,"",Kampung Sumur,-6.214412,106.91189,8.0,2023-04-11 18:17:05,0.0
XIDW954A0Y06MG,4112330548313,online,"Drs. Gilda Sinaga, S.Psi",M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,0,2023-04-11 17:48:03,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4.0,2023-04-11 19:22:26,0.0
GZKM891V9O31SR,30583455954585,bni,Bahuwirya Rahayu,M,1981,2F,Rusun Cakung Barat - Pulo Gadung,0.0,P00258,Tipar Cakung,-6.183387,106.92463,2,2023-04-11 16:47:08,P00028,Cakung United Tractors,-6.18324,106.92998,3.0,2023-04-11 18:08:58,0.0
TXGK950E0T27OQ,3537543297101185,dki,Samsul Ramadan,M,1966,M11,Pulo Gebang - Pulo Gadung 2,0.0,P00174,Perumnas Klender,-6.216689,106.93054,3,2023-04-11 17:32:26,P00102,Kampung Sumur,-6.214412,106.91189,6.0,2023-04-11 18:43:56,3500.0
GFCV102X1V48AZ,2720484776954605,dki,Bancar Irawan,M,1999,3B,Rusun Flamboyan - Cengkareng,1.0,B03041P,Puskesmas Cengkareng,-6.144546,106.72866,4,2023-04-11 16:12:19,B02808P,Perumahan KFT 1,-6.135093,106.72983,6.0,2023-04-11 18:08:28,0.0
CZZW598I2W90NL,3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987,8C,Kebayoran Lama - Tanah Abang,0.0,B00391P,Gandaria City,-6.243912,106.7824,3,2023-04-11 16:13:36,B02014P,Kompas Gramedia,-6.210472,106.79598,13.0,2023-04-11 17:05:14,3500.0
XLFJ940E3J88QT,2291402671071407,dki,Puspa Saptono,F,1984,M2,Pulo Gadung - Monas,1.0,P00195,Pulo Mas,-6.174736,106.89277,13,2023-04-11 17:43:17,P00014,Bermis,-6.178203,106.89859,14.0,2023-04-11 19:09:22,3500.0
VVME371B2Z88IY,676172975739,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,0.0,"",Kota,-6.13679,106.8149,17,2023-04-11 17:07:18,P00146,Pangeran Jayakarta,-6.137611,106.81792,18.0,2023-04-11 18:00:23,3500.0
XRBK267V8E09MX,180020791350481,emoney,T. Karna Sihombing,F,2001,"",PGC 1 - Ancol,1.0,P00253,Tegalan,-6.203101,106.85715,11,2023-04-11 16:07:33,P00297,BNN LRT,-6.245863,106.871143,19.0,2023-04-11 17:16:39,3500.0
TGLS398L5M28WF,502072062834,flazz,Kalim Namaga,M,1971,9D,Pasar Minggu - Tanah Abang,0.0,B03153P,RS Medistra,-6.240411,106.83412,25,2023-04-11 17:36:08,B05931P,YBK,-6.270872,106.8466,39.0,2023-04-11 18:28:24,3500.0
LMGW446F3S15HO,30385017224303,bni,"dr. Vega Rahimah, S.Pt",M,2003,JAK.117,Tanjung Priok - Tanah Merdeka,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,28,2023-04-11 17:09:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,30.0,2023-04-11 19:07:57,0.0
VZXB632B8I47EL,6590854673757012,dki,Bajragin Najmudin,M,1986,3H,Jelambar - Kota,1.0,P00294,Sawah Besar Arah Selatan,-6.157368,106.818661,4,2023-04-11 16:32:52,P00292,Harmoni Arah Selatan,-6.162687,106.81992,5.0,2023-04-11 18:20:56,""
WRUV531U6F77MA,4963710913075879668,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,1.0,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3,2023-04-11 17:01:34,B06067P,Sunter Muara 1,-6.144331,106.85745,10.0,2023-04-11 18:31:23,3500.0
JXRL101Y0E42IF,213104805015669,emoney,"Sutan Garda Tampubolon, S.Pd",M,1956,JAK.49,Lebak Bulus - Cipulir,1.0,B02948P,Pool Taksi Tanah Kusir,-6.254506,106.77741,13,2023-04-11 16:01:42,B00813P,ITC Cipulir,-6.237701,106.76515,53.0,2023-04-11 17:54:16,0.0
DFGC470B1T63ZI,342875882384375,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,0.0,B00400P,Gg. Ali,-6.307683,106.87636,2,2023-04-11 17:47:29,B01857P,Kebagusan Raya,-6.296314,106.82703,18.0,2023-04-11 19:32:49,3500.0
JRNW411R9G16NR,4744480387450088900,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B05464P,St. Lenteng Agung 2,-6.331342,106.83467,7,2023-04-11 16:48:12,B04591P,Sbr. Yayasan Al Azhar Syuhada,-6.326612,106.8207,17.0,2023-04-11 18:25:06,0.0
CBGJ570Y5I54JL,4909284437358495207,brizzi,Bakiman Budiman,F,1981,7Q,"",0.0,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,26,2023-04-11 17:45:10,"","","","","","",3500.0
EQDV367R1B11EA,2267435685058176,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,1.0,B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803,3,2023-04-11 17:29:32,B04464P,Sbr. SMPN 128,-6.279045,106.88927,9.0,2023-04-11 19:29:10,0.0
PMYZ495M6O32NO,4613366061817460310,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,1.0,B01947P,Kel. Srengseng,-6.203472,106.75694,29,2023-04-11 16:41:31,B05411P,SPBU Meruya Ilir,-6.19749,106.75352,34.0,2023-04-11 18:05:51,3500.0
GXMP414R8K97EJ,4664503638851963221,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,1.0,B04521P,Sbr. Taman BMW,-6.12629,106.85763,26,2023-04-11 16:54:06,B06076P,Sbr. SDN Sunter Agung 09,-6.127635,106.85913,28.0,2023-04-11 17:53:50,0.0
DIRE415F0G09NP,341371220559499,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,0.0,B04333P,Sbr. SDN Dukuh 01,-6.287962,106.87417,31,2023-04-11 17:20:55,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35.0,2023-04-11 18:51:12,0.0
CCUO069K0Z90YB,30276672399789,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,1.0,P00154,Pasar Jatinegara,-6.215744,106.86632,10,2023-04-11 16:34:22,P00070,Gelanggang Remaja,-6.235445,106.86795,13.0,2023-04-11 18:04:09,3500.0
AGVG798R9Q12HO,3549191016294752,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,0.0,B02280P,Masjid At Taqwa Karang Tengah,-6.151522,106.97204,45,2023-04-11 16:57:30,B04942P,Simpang KH Abdulloh Karang Tengah 1,-6.147051,106.97188,47.0,2023-04-11 18:25:38,0.0
SOLD343Z0I74MZ,2679374058097150,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,1.0,P00297,BNN LRT,-6.245863,106.871143,0,2023-04-11 17:42:49,P00236,Summarecon Bekasi,-6.225566,107.00281,6.0,2023-04-11 19:30:16,3500.0
LHQY986V6S40MA,4104888875282062619,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,B03395P,Pal Batu 3,-6.225075,106.84149,2,2023-04-11 16:01:50,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11.0,2023-04-11 17:00:08,3500.0
