transID,payCardID,halteID_tapIn,halteID_tapOut,corridorID,transaction_created_at,tapInTime,tapOutTime,duration,stopStartSeq,stopEndSeq,seqAmount,payAmount
RPMY162P4U86EQ,375884069521593,B03005P,B04422P,JAK.59,2023-04-15,2023-04-15T12:30:09.000Z,2023-04-15T13:32:48.000Z,2,19,23.0,4.0,0.0
SRXV271H3A41UW,180076008017040,B01441P,B01291P,JAK.56,2023-04-15,2023-04-15T10:14:39.000Z,2023-04-15T11:48:59.000Z,34,13,22.0,9.0,0.0
DHTA025H1W72RX,30471339318393,P00237,unknown,M3,2023-04-15,2023-04-15T13:42:00.000Z,2023-04-15T14:15:01.000Z,33,14,15.0,1.0,3500.0
TDCW856Z3Q01PY,4040314383482,B00806P,B06049P,BW9,2023-04-15,2023-04-15T05:12:29.000Z,2023-04-15T07:00:05.000Z,47,0,7.0,7.0,0.0
UOTX870L9V44KB,213119132205510,B05790P,B05148P,JAK.39,2023-04-15,2023-04-15T09:17:21.000Z,2023-04-15T10:47:05.000Z,29,1,28.0,27.0,0.0
YKXB967D4R88RS,4541880000962,B04065P,B03631P,JAK.31,2023-04-15,2023-04-15T11:43:37.000Z,2023-04-15T13:05:18.000Z,21,10,25.0,15.0,0.0
GZCF948R3O40AV,4321295069509396,B00342P,B02391P,6T,2023-04-15,2023-04-15T05:30:08.000Z,2023-04-15T07:23:00.000Z,52,30,38.0,8.0,3500.0
TPAR665U1E09RZ,676371995694,B02141P,B00235P,JAK.22,2023-04-15,2023-04-15T08:14:59.000Z,2023-04-15T09:50:18.000Z,35,13,15.0,2.0,0.0
SFWT962X9H04TK,4181188603059045,B06654P,B03291P,11B,2023-04-15,2023-04-15T05:23:38.000Z,2023-04-15T06:21:15.000Z,57,1,2.0,1.0,0.0
UVUE220L6I83OZ,36883602587849,B00115P,B04263P,6Q,2023-04-15,2023-04-15T17:57:15.000Z,2023-04-15T19:39:24.000Z,42,5,12.0,7.0,3500.0
GOCV526B0O47EC,630471439459,P00204,P00247,7,2023-04-15,2023-04-15T19:24:11.000Z,2023-04-15T21:23:36.000Z,59,13,15.0,2.0,3500.0
RDGV869A3Q42TG,4543770359797416,B02538P,B05072P,1E,2023-04-15,2023-04-15T17:18:19.000Z,2023-04-15T18:49:43.000Z,31,18,21.0,3.0,3500.0
WIIA483N6P57XP,4712578077830764,B00100P,P00194,11Q,2023-04-15,2023-04-15T16:21:00.000Z,2023-04-15T17:53:23.000Z,32,13,27.0,14.0,3500.0
IACV524C6L42SO,3522515700043201,B00171P,B04915P,JAK.61,2023-04-15,2023-04-15T16:43:25.000Z,2023-04-15T17:53:41.000Z,10,38,40.0,2.0,0.0
EYKA131X2V57LR,4124479653277670248,P00071,P00026,1F,2023-04-15,2023-04-15T19:25:10.000Z,2023-04-15T20:38:17.000Z,13,5,6.0,1.0,3500.0
ETKV807L1J89DP,213122351336222,P00178,P00168,10,2023-04-15,2023-04-15T18:46:13.000Z,2023-04-15T19:46:15.000Z,0,0,4.0,4.0,3500.0
LYAM083Z3U39LQ,3592479316508823,P00087,P00088,M3,2023-04-15,2023-04-15T20:17:12.000Z,2023-04-15T21:54:49.000Z,37,7,12.0,5.0,3500.0
DXMW839Y5Y70LS,4121673937975,B06563P,B05714P,JAK.120,2023-04-15,2023-04-15T19:44:36.000Z,2023-04-15T20:35:32.000Z,50,38,40.0,2.0,0.0
AQTK927L1L98DE,30049505347485,B01304P,B05821P,S21,2023-04-15,2023-04-15T19:39:26.000Z,2023-04-15T21:05:58.000Z,26,6,17.0,11.0,3500.0
KSYN509R0U35SA,3546981403871656,P00157,B02693P,2B,2023-04-15,2023-04-15T20:04:15.000Z,2023-04-15T21:35:59.000Z,31,0,7.0,7.0,3500.0
ZKPL832B6B66TF,4582832677562989,P00208,P00243,M3,2023-04-15,2023-04-15T17:10:57.000Z,2023-04-15T19:01:37.000Z,50,5,9.0,4.0,3500.0
ANUG795S9C78FQ,4576861140710803534,B02145P,B04388P,JAK.72,2023-04-15,2023-04-15T16:43:59.000Z,2023-04-15T17:54:47.000Z,10,48,49.0,1.0,0.0
NZFB265Q1Z66CP,4840744854508974,B01131P,B04167P,JAK.53,2023-04-15,2023-04-15T15:16:45.000Z,2023-04-15T16:27:10.000Z,10,12,19.0,7.0,0.0
NIJQ681Z7C22XG,375849137332372,B04077P,B02584P,JAK.58,2023-04-15,2023-04-15T16:36:12.000Z,2023-04-15T17:58:31.000Z,22,32,35.0,3.0,0.0
VEOH661R8V50YY,4437160351996555,B00326P,B03314P,1N,2023-04-15,2023-04-15T19:37:22.000Z,2023-04-15T20:49:27.000Z,12,11,15.0,4.0,3500.0
HYUP429Y7N07AV,370095866460258,P00077,P00052,M4,2023-04-15,2023-04-15T17:35:48.000Z,2023-04-15T19:22:59.000Z,47,14,15.0,1.0,3500.0
NKWV280U0I29FX,630419596436,B02414P,B00611P,1K,2023-04-15,2023-04-15T19:23:49.000Z,2023-04-15T21:19:03.000Z,55,4,5.0,1.0,20000.0
ZRZL216Z0P74PF,3540357155140234,B02947P,B06654P,2E,2023-04-15,2023-04-15T19:04:57.000Z,2023-04-15T20:48:41.000Z,43,10,23.0,13.0,0.0
KJUI024U5Z17HO,213125070843980,B00229P,B00148P,S31,2023-04-15,2023-04-15T17:01:13.000Z,2023-04-15T18:38:53.000Z,37,4,5.0,1.0,20000.0
ONGV723Z6Z63KB,6011718928121822,B01638P,B05315P,1R,2023-04-15,2023-04-15T18:47:49.000Z,2023-04-15T19:49:50.000Z,2,2,4.0,2.0,3500.0
HWLA981W4I64BN,4724873649782668,B06633P,P00053,6U,2023-04-15,2023-04-15T18:33:24.000Z,2023-04-15T19:59:39.000Z,26,0,17.0,17.0,3500.0
PRNA157N2Q39IY,213110868551409,B01813P,B03201P,2P,2023-04-15,2023-04-15T20:03:21.000Z,2023-04-15T21:05:11.000Z,1,3,11.0,8.0,3500.0
HTIZ363N6E78AM,3509163775507805,B02408P,B02972P,9D,2023-04-15,2023-04-15T15:59:58.000Z,2023-04-15T17:16:40.000Z,16,32,46.0,14.0,3500.0
WFKH152Y6K53EP,3569644495730154,B00190P,B04320P,1C,2023-04-15,2023-04-15T15:49:51.000Z,2023-04-15T16:55:22.000Z,5,15,25.0,10.0,3500.0
CZHG438K5G92IV,4592780721139296,P00028,P00258,2B,2023-04-15,2023-04-15T17:42:43.000Z,2023-04-15T19:26:54.000Z,44,16,17.0,1.0,3500.0
VSCD852W9I83JU,180001837393123,P00260,P00087,8A,2023-04-15,2023-04-15T15:17:56.000Z,2023-04-15T17:00:55.000Z,42,4,6.0,2.0,3500.0
MAZY796L6D47LD,30453434239088,unknown,B03695P,JAK.52,2023-04-15,2023-04-15T18:59:32.000Z,2023-04-15T20:18:11.000Z,18,11,14.0,3.0,0.0
PUEZ331E8Z65GH,378517729021177,B03936P,B05068P,JAK.13,2023-04-15,2023-04-15T18:37:08.000Z,2023-04-15T20:19:44.000Z,42,32,35.0,3.0,0.0
TQHF683U4Q95GU,3575726862796769,P00176,P00211,8A,2023-04-15,2023-04-15T20:23:04.000Z,2023-04-15T21:16:07.000Z,53,2,5.0,3.0,3500.0
PCMP752M7W36QA,4023261383627521,B05598P,B06179P,JAK.113,2023-04-15,2023-04-15T18:32:02.000Z,2023-04-15T19:34:55.000Z,2,18,19.0,1.0,0.0
ZLDO446F4F36EQ,213109637797111,P00145,P00016,M7,2023-04-15,2023-04-15T18:13:26.000Z,2023-04-15T20:09:36.000Z,56,12,19.0,7.0,3500.0
GQPC770Y8I60YR,4227729131214,P00256,P00051,M1,2023-04-15,2023-04-15T17:49:58.000Z,2023-04-15T19:03:06.000Z,13,10,13.0,3.0,3500.0
DDAH484F3A63KY,371749273751332,B00109P,B02306P,10K,2023-04-15,2023-04-15T18:54:50.000Z,2023-04-15T20:43:30.000Z,48,2,23.0,21.0,3500.0
HOVF937K5Y15XM,4767223872063121,B00046P,B05549P,JAK.24,2023-04-15,2023-04-15T18:57:18.000Z,2023-04-15T20:05:58.000Z,8,18,24.0,6.0,0.0
LUBK711V4N59ZC,4404611226778810111,B04227P,B03513P,JAK.58,2023-04-15,2023-04-15T19:53:21.000Z,2023-04-15T21:21:33.000Z,28,47,48.0,1.0,0.0
SEFJ397K6A53BH,2321217432765996,unknown,B05266P,D21,2023-04-15,2023-04-15T17:03:22.000Z,2023-04-15T18:03:26.000Z,0,24,33.0,9.0,3500.0
KBQT136E4M10JU,5220242748386167,P00104,P00204,M7,2023-04-15,2023-04-15T20:54:37.000Z,2023-04-15T22:04:07.000Z,9,6,23.0,17.0,3500.0
VSAJ466T4U75XW,349318556724843,B04952P,B04293P,JAK.54,2023-04-15,2023-04-15T20:54:44.000Z,2023-04-15T22:27:23.000Z,32,21,23.0,2.0,0.0
FYLM418L2S65AK,571548857234,B05282P,B03247P,1M,2023-04-15,2023-04-15T18:09:04.000Z,2023-04-15T19:06:33.000Z,57,24,36.0,12.0,3500.0
UDPZ792F6M62OY,4811093995390867,B03283P,B04150P,JAK.15,2023-04-15,2023-04-15T20:41:05.000Z,2023-04-15T22:18:49.000Z,37,2,17.0,15.0,0.0
HWCK704S5E61MK,6543370786192839,B03291P,B06655P,11B,2023-04-15,2023-04-15T15:52:37.000Z,2023-04-15T17:06:50.000Z,14,0,1.0,1.0,0.0
DDBN230D9R93SB,3575910364072826,P00172,P00128,8,2023-04-15,2023-04-15T16:52:31.000Z,2023-04-15T18:16:45.000Z,24,16,23.0,7.0,3500.0
ILST840T5V43CB,346207628214482,B04825P,B02002P,JAK.37,2023-04-15,2023-04-15T19:21:02.000Z,2023-04-15T21:17:56.000Z,56,27,39.0,12.0,0.0
EELI080Q0B46OC,2251394829781052,B00568P,B05721P,5N,2023-04-15,2023-04-15T15:28:33.000Z,2023-04-15T16:51:18.000Z,22,50,52.0,2.0,3500.0
JIED362H4U94EA,213189102300294,B01166P,B02681P,JAK.60,2023-04-15,2023-04-15T18:05:00.000Z,2023-04-15T19:01:08.000Z,56,6,45.0,39.0,0.0
FWYO407O6R98KA,3593546121496854,B03922P,B04125P,JAK.33,2023-04-15,2023-04-15T20:06:59.000Z,2023-04-15T21:34:20.000Z,27,68,69.0,1.0,0.0
GLPG985Z9S22DF,379645412081015,B01004P,B03043P,JAK.113,2023-04-15,2023-04-15T18:30:55.000Z,2023-04-15T19:33:36.000Z,2,11,17.0,6.0,0.0
JIOH579S9D40TI,375644954631844,B06699P,B06700P,JAK.118,2023-04-15,2023-04-15T15:06:26.000Z,2023-04-15T16:31:17.000Z,24,19,23.0,4.0,0.0
VGLQ197J4Z80GY,2297064871329623,P00071,P00228,6V,2023-04-15,2023-04-15T15:25:06.000Z,2023-04-15T17:09:09.000Z,44,0,14.0,14.0,3500.0
MGPH501X4Z12HW,2299897648971146,B01677P,B02463P,JAK.85,2023-04-15,2023-04-15T15:42:29.000Z,2023-04-15T17:00:55.000Z,18,13,39.0,26.0,0.0
NCFO343Q9E07QD,588376777318,B04137P,B04720P,JAK.28,2023-04-15,2023-04-15T17:10:51.000Z,2023-04-15T18:17:49.000Z,6,13,20.0,7.0,0.0
KCRC103E5Y04JY,375635714547874,B02762P,B05408P,4B,2023-04-15,2023-04-15T18:54:57.000Z,2023-04-15T20:07:09.000Z,12,21,38.0,17.0,3500.0
BVOP341X8J48MG,4432146433702,B00412P,B00843P,JAK.37,2023-04-15,2023-04-15T18:50:14.000Z,2023-04-15T20:40:56.000Z,50,33,35.0,2.0,0.0
SCBT148X2B25WL,180074265853819,B02330P,B00470P,JAK.27,2023-04-15,2023-04-15T19:59:42.000Z,2023-04-15T21:24:33.000Z,24,8,24.0,16.0,0.0
HUDH591B8S68IS,502079867680,B00894P,B03323P,JAK.120,2023-04-15,2023-04-15T17:04:58.000Z,2023-04-15T17:58:24.000Z,53,30,36.0,6.0,0.0
FIGY905E3W27OH,3562938327884362,B05972P,B05986P,JAK.88,2023-04-15,2023-04-15T16:22:32.000Z,2023-04-15T17:52:30.000Z,29,16,34.0,18.0,0.0
OFCM451A1E59UT,4245445434793232,B05752P,B02328P,JAK.19,2023-04-15,2023-04-15T15:30:21.000Z,2023-04-15T16:25:19.000Z,54,30,40.0,10.0,0.0
TAXC025Y7A71UE,3536102311063490,B02749P,unknown,8D,2023-04-15,2023-04-15T16:54:06.000Z,"","",22,"","",3500.0
SQXA856A5T43DR,4126414491310853775,P00202,P00166,7F,2023-04-15,2023-04-15T15:55:28.000Z,2023-04-15T17:52:56.000Z,57,4,10.0,6.0,3500.0
WUXV167L7J20YQ,6502937248567987,P00046,P00114,M12,2023-04-15,2023-04-15T15:53:32.000Z,2023-04-15T17:16:32.000Z,23,4,5.0,1.0,3500.0
QTQH352H6K92JR,676391914618,P00037,P00101,7F,2023-04-15,2023-04-15T15:08:24.000Z,2023-04-15T16:11:31.000Z,3,6,16.0,10.0,3500.0
FCPK960V4V38CP,4236399289828180970,P00254,P00112,M7B,2023-04-15,2023-04-15T17:44:40.000Z,2023-04-15T18:41:57.000Z,57,20,23.0,3.0,""
KOKB442O1L96DF,580165317646,B02012P,B00159P,9D,2023-04-15,2023-04-15T16:47:10.000Z,2023-04-15T18:05:39.000Z,18,25,45.0,20.0,3500.0
WXLX493J7P21FI,4441968018689585,B04407P,B05255P,JAK.40,2023-04-15,2023-04-15T18:59:45.000Z,2023-04-15T20:52:27.000Z,52,21,29.0,8.0,0.0
ALUP789Y1N79FU,3599499494778116,B06880P,B06881P,JAK.77,2023-04-15,2023-04-15T17:52:40.000Z,2023-04-15T19:00:54.000Z,8,11,15.0,4.0,0.0
DROV057D5H04LX,4956563442422641,B00317P,B05696P,2H,2023-04-15,2023-04-15T18:47:08.000Z,2023-04-15T20:23:36.000Z,36,1,11.0,10.0,0.0
RMQY595X9F09TK,3535503118200501,P00024,P00079,6,2023-04-15,2023-04-15T20:22:15.000Z,2023-04-15T22:18:12.000Z,55,5,7.0,2.0,3500.0
EXLP199F8F47PV,3520950520120701,B05802P,B03318P,5N,2023-04-15,2023-04-15T17:19:29.000Z,2023-04-15T18:41:23.000Z,21,43,63.0,20.0,3500.0
CBPK218X5Y25LW,3521453331746722,B05397P,B02873P,6D,2023-04-15,2023-04-15T17:42:50.000Z,2023-04-15T19:19:50.000Z,37,5,14.0,9.0,3500.0
WUEP752S0T96KV,213193779899125,P00134,P00076,5D,2023-04-15,2023-04-15T20:02:09.000Z,2023-04-15T21:12:39.000Z,10,10,18.0,8.0,3500.0
ZSOY242Z4S25UK,6011051787457511,P00039,P00143,9A,2023-04-15,2023-04-15T16:00:22.000Z,2023-04-15T17:08:01.000Z,7,6,9.0,3.0,3500.0
FOCL025T0J44JD,3573408657682585,P00036,P00035,M10,2023-04-15,2023-04-15T20:19:08.000Z,2023-04-15T21:28:52.000Z,9,13,14.0,1.0,3500.0
AEXO676X2B84MT,180084292834161,B04995P,B02770P,JAK.19,2023-04-15,2023-04-15T16:25:07.000Z,2023-04-15T18:08:57.000Z,43,7,52.0,45.0,0.0
FYZR255U8C14OQ,2245530208975489,P00207,P00038,M2,2023-04-15,2023-04-15T17:57:26.000Z,2023-04-15T19:11:11.000Z,13,9,10.0,1.0,3500.0
TRGR312R5G07QG,377569057489568,P00071,B00322P,1F,2023-04-15,2023-04-15T18:39:18.000Z,2023-04-15T20:25:11.000Z,45,1,4.0,3.0,3500.0
VSCJ744Z4S13VS,30183483265664,B01221P,B01574P,JAK.27,2023-04-15,2023-04-15T20:54:04.000Z,2023-04-15T22:30:16.000Z,36,16,27.0,11.0,0.0
FDSG417T1Q26CC,180097961752050,P00219,P00122,7F,2023-04-15,2023-04-15T15:29:16.000Z,2023-04-15T16:42:39.000Z,13,16,17.0,1.0,3500.0
HXXQ146M3X95KR,4658673312063,P00026,P00119,9C,2023-04-15,2023-04-15T15:42:32.000Z,2023-04-15T17:23:17.000Z,40,0,4.0,4.0,3500.0
XIYE459E6M08ZH,4358928087871,B04685P,B03170P,1C,2023-04-15,2023-04-15T15:11:23.000Z,2023-04-15T16:45:19.000Z,33,25,32.0,7.0,3500.0
EWBS584M6U50LA,377814808795289,B04732P,B03935P,JAK.61,2023-04-15,2023-04-15T19:33:29.000Z,2023-04-15T20:44:04.000Z,10,44,45.0,1.0,0.0
BKVN181W5A55BL,180005680484434,unknown,P00085,13D,2023-04-15,2023-04-15T15:08:00.000Z,2023-04-15T16:35:43.000Z,27,2,3.0,1.0,3500.0
JLOR379M1T58VI,3542062438073909,B06184P,B01844P,JAK.99,2023-04-15,2023-04-15T17:12:58.000Z,2023-04-15T18:11:11.000Z,58,17,30.0,13.0,0.0
IAVU096U2B62MJ,6505428590869475,B00564P,B02847P,4E,2023-04-15,2023-04-15T15:47:15.000Z,2023-04-15T16:48:08.000Z,0,1,4.0,3.0,0.0
TKRG064E8T92RH,6509546148313351,B02183P,B03396P,6C,2023-04-15,2023-04-15T16:40:41.000Z,2023-04-15T18:23:49.000Z,43,3,7.0,4.0,3500.0
YWHA932L3W84TV,371171976930370,B00432P,B05575P,JAK.06,2023-04-15,2023-04-15T15:16:58.000Z,2023-04-15T16:32:04.000Z,15,13,26.0,13.0,0.0
EZIJ075N4C77IN,4980564692107508708,B04101P,B05445P,1H,2023-04-15,2023-04-15T16:00:32.000Z,2023-04-15T17:07:53.000Z,7,10,11.0,1.0,3500.0
VCMM673U5K88FB,4844470388320,unknown,B01833P,JAK.48A,2023-04-15,2023-04-15T20:26:06.000Z,2023-04-15T21:49:30.000Z,23,10,12.0,2.0,""
LPSP720T7T43KE,6544577386584806,B06073P,B05399P,D32,2023-04-15,2023-04-15T17:20:13.000Z,2023-04-15T18:58:47.000Z,38,5,6.0,1.0,20000.0
FHMH979U1E26QZ,2294272245944067,B03285P,P00170,12H,2023-04-15,2023-04-15T16:33:12.000Z,2023-04-15T18:31:53.000Z,58,0,1.0,1.0,3500.0
SJHC731L2N61AM,6011512141688729,B03850P,B03370P,JAK.46,2023-04-15,2023-04-15T16:01:27.000Z,2023-04-15T17:01:25.000Z,59,29,35.0,6.0,0.0
JFXO224S7I73SC,4721742558058605,P00085,P00254,6V,2023-04-15,2023-04-15T15:20:28.000Z,2023-04-15T16:48:47.000Z,28,3,10.0,7.0,3500.0
MPFX670A9N03NT,3567474399039094,B02397P,B00664P,B14,2023-04-15,2023-04-15T19:39:31.000Z,2023-04-15T20:44:20.000Z,4,3,11.0,8.0,20000.0
HUUB662K8V86SV,3530393834004501,P00106,unknown,13C,2023-04-15,2023-04-15T17:42:21.000Z,"","",7,"","",3500.0
LHQV954F9R49NW,180052842269402,B03296P,B05264P,8C,2023-04-15,2023-04-15T18:23:55.000Z,2023-04-15T19:33:36.000Z,9,11,21.0,10.0,3500.0
PVOO870L4W30SO,630487347266,B01388P,B04018P,JAK.18,2023-04-15,2023-04-15T20:27:58.000Z,2023-04-15T22:01:44.000Z,33,2,3.0,1.0,0.0
NLHK197Z1P67OQ,3556146215285027,B01745P,P00095,14,2023-04-15,2023-04-15T19:13:58.000Z,2023-04-15T20:48:29.000Z,34,13,14.0,1.0,3500.0
IOCQ426A4H72BE,379208329550349,B03867P,B04854P,JAK.112,2023-04-15,2023-04-15T18:57:37.000Z,2023-04-15T20:13:57.000Z,16,16,17.0,1.0,0.0
NYRZ719C9W44HN,6011656090843460,B05344P,unknown,8K,2023-04-15,2023-04-15T16:00:16.000Z,"","",10,"","",3500.0
CLRV641P7T50DQ,6507638073318307,B01115P,B00465P,JAK.50,2023-04-15,2023-04-15T17:55:09.000Z,2023-04-15T19:47:14.000Z,52,43,45.0,2.0,0.0
XDAE701V5W23MH,567048101008,B06910P,B05544P,T21,2023-04-15,2023-04-15T15:09:54.000Z,2023-04-15T16:40:14.000Z,30,5,10.0,5.0,20000.0
GIQT656K3E57ZK,2606548319852663,P00033,P00145,9C,2023-04-15,2023-04-15T15:01:15.000Z,2023-04-15T16:02:27.000Z,1,2,8.0,6.0,3500.0
LNCF359J4F14EA,4484557309610616405,B03856P,B03279P,JAK.60,2023-04-15,2023-04-15T19:27:59.000Z,2023-04-15T20:45:02.000Z,17,43,49.0,6.0,0.0
SEXI891S4X39EB,4581300237839678,B00792P,B03977P,11N,2023-04-15,2023-04-15T15:14:40.000Z,2023-04-15T16:18:38.000Z,3,3,11.0,8.0,0.0
ERFY465M7G68YX,4993628236551825,B05707P,unknown,JAK.106,2023-04-15,2023-04-15T16:29:38.000Z,"","",0,"","",0.0
MHOA419C5A95QA,4991481114103745,B04188P,B03727P,JAK.75,2023-04-15,2023-04-15T17:24:05.000Z,2023-04-15T19:12:26.000Z,48,3,30.0,27.0,0.0
JVEN941X1D56EY,676318264501,B02214P,P00230,1B,2023-04-15,2023-04-15T17:07:33.000Z,2023-04-15T19:01:14.000Z,53,6,7.0,1.0,3500.0
RVPZ704N0U60EE,4234007630783462979,B04808P,B03978P,8D,2023-04-15,2023-04-15T18:22:45.000Z,2023-04-15T19:31:04.000Z,8,5,19.0,14.0,3500.0
QSGM212O2H23LN,2614059373381201,B02062P,B05802P,M7B,2023-04-15,2023-04-15T15:12:15.000Z,2023-04-15T16:12:58.000Z,0,14,19.0,5.0,""
WEED432O0B89PA,4019905363673105,B03719P,unknown,JAK.80,2023-04-15,2023-04-15T18:27:41.000Z,2023-04-15T19:48:09.000Z,20,7,12.0,5.0,0.0
RYRT791R1Z69BY,3504089754852802,B06654P,B03291P,11B,2023-04-15,2023-04-15T16:27:20.000Z,2023-04-15T18:18:06.000Z,50,1,2.0,1.0,0.0
OFVT776K0J94KD,6510380828231726,unknown,B00358P,JAK.48B,2023-04-15,2023-04-15T19:08:15.000Z,2023-04-15T20:34:36.000Z,26,4,5.0,1.0,""
ORCG998N7Q62HY,180029435580718,B04359P,B01257P,JAK.56,2023-04-15,2023-04-15T20:11:36.000Z,2023-04-15T21:43:11.000Z,31,50,51.0,1.0,0.0
ZEAM429N0K59ZK,349683800593553,B03270P,B05785P,10B,2023-04-15,2023-04-15T15:17:03.000Z,2023-04-15T16:41:40.000Z,24,0,1.0,1.0,0.0
WQCG917O7C38YV,3546745892021028,B02508P,B05216P,JAK.37,2023-04-15,2023-04-15T20:18:28.000Z,2023-04-15T21:57:07.000Z,38,8,30.0,22.0,0.0
VYWA382S1Z07JD,349577577192740,B06039P,B01858P,10A,2023-04-15,2023-04-15T19:22:50.000Z,2023-04-15T20:28:58.000Z,6,3,5.0,2.0,0.0
VWAJ481I3F34CC,5284657247304556,B05554P,B03137P,JAK.60,2023-04-15,2023-04-15T17:53:34.000Z,2023-04-15T19:18:19.000Z,24,19,43.0,24.0,0.0
OSTS646P1M89OO,30213702385918,unknown,P00169,11K,2023-04-15,2023-04-15T20:45:20.000Z,2023-04-15T22:19:38.000Z,34,0,2.0,2.0,0.0
YJFL709Q6O52PR,30118628845442,B04007P,B01515P,JAK.110A,2023-04-15,2023-04-15T17:18:28.000Z,2023-04-15T18:59:45.000Z,41,27,30.0,3.0,0.0
GVED196L7S36AX,30568786410068,B00891P,B01416P,JAK.19,2023-04-15,2023-04-15T15:45:16.000Z,2023-04-15T16:47:15.000Z,1,45,51.0,6.0,0.0
YEVG127G9N94QS,6011024970416149,B02044P,B02726P,JAK.18,2023-04-15,2023-04-15T20:37:48.000Z,2023-04-15T22:22:01.000Z,44,37,47.0,10.0,0.0
QNTD989L7E63BL,4188469163215,P00253,P00134,5D,2023-04-15,2023-04-15T15:20:16.000Z,2023-04-15T16:59:12.000Z,38,9,10.0,1.0,3500.0
YHNM978C6Y32WZ,344784326221920,B00720P,B00224P,2P,2023-04-15,2023-04-15T17:45:03.000Z,2023-04-15T18:36:29.000Z,51,11,19.0,8.0,3500.0
IGWN331A1Z99RS,3597961910262449,B00589P,B00326P,1P,2023-04-15,2023-04-15T19:04:33.000Z,2023-04-15T20:21:18.000Z,16,6,12.0,6.0,3500.0
RSFR660Z1M69AP,30233090748972,P00211,P00087,8A,2023-04-15,2023-04-15T20:54:08.000Z,2023-04-15T22:03:53.000Z,9,5,6.0,1.0,3500.0
VZNL882B8P58VY,213135078300214,B01377P,B05718P,JAK.19,2023-04-15,2023-04-15T18:05:29.000Z,2023-04-15T18:58:20.000Z,52,4,54.0,50.0,0.0
YPUM054X6Q92ZQ,4760137225202,B04245P,B00568P,JAK.45,2023-04-15,2023-04-15T16:17:16.000Z,2023-04-15T17:49:41.000Z,32,35,42.0,7.0,0.0
AOWU287S5T00IH,3521643682976940,P00089,P00018,M9,2023-04-15,2023-04-15T20:01:42.000Z,2023-04-15T21:01:08.000Z,59,4,21.0,17.0,3500.0
BMUW970V2P29RW,4407982607791,B02266P,B00304P,1H,2023-04-15,2023-04-15T20:37:43.000Z,2023-04-15T22:33:52.000Z,56,7,8.0,1.0,3500.0
UWQM777Q5J01UE,344919939144164,B00251P,B06633P,6T,2023-04-15,2023-04-15T20:08:51.000Z,2023-04-15T20:59:22.000Z,50,22,32.0,10.0,3500.0
RDPI700L9I61PT,4140911047830363924,B01833P,B03307P,JAK.48A,2023-04-15,2023-04-15T18:34:20.000Z,2023-04-15T19:51:07.000Z,16,12,14.0,2.0,""
SKAL493U4H95XC,5114535082212157,unknown,B02733P,6N,2023-04-15,2023-04-15T15:32:51.000Z,2023-04-15T17:29:02.000Z,56,11,16.0,5.0,3500.0
LKJK696W2C83BC,374826778607941,unknown,B00575P,JAK.110A,2023-04-15,2023-04-15T16:59:56.000Z,2023-04-15T18:58:26.000Z,58,43,51.0,8.0,0.0
GANS387C9J59JF,3577254949793269,B05246P,B02663P,JAK.80,2023-04-15,2023-04-15T20:37:58.000Z,2023-04-15T21:44:02.000Z,6,41,45.0,4.0,0.0
EEUS391B5E05HK,3541980313378864,B00538P,B00791P,11N,2023-04-15,2023-04-15T15:00:40.000Z,2023-04-15T16:42:34.000Z,41,1,8.0,7.0,0.0
IJHV405T1Y79GV,503859106877,B00304P,B05445P,2Q,2023-04-15,2023-04-15T15:19:30.000Z,2023-04-15T16:17:59.000Z,58,3,5.0,2.0,3500.0
WHQE316Z0E39EP,4569004720406572858,B01843P,B06177P,JAK.35,2023-04-15,2023-04-15T16:46:40.000Z,2023-04-15T18:37:39.000Z,50,27,29.0,2.0,0.0
QUVY054D0P08BD,2221445182130548,B00248P,P00016,7C,2023-04-15,2023-04-15T19:28:50.000Z,2023-04-15T20:47:11.000Z,18,0,1.0,1.0,3500.0
YSDM542X5W65GO,2556356195137492,B04564P,B01716P,JAK.12,2023-04-15,2023-04-15T15:41:26.000Z,2023-04-15T17:39:41.000Z,58,4,29.0,25.0,0.0
SFDM403B0U17HY,3594955647820605,B06533P,B06540P,unknown,2023-04-15,2023-04-15T18:21:36.000Z,2023-04-15T19:19:36.000Z,58,12,22.0,10.0,0.0
MBWL215E1E90HC,5578930710752840,B05457P,B00791P,11N,2023-04-15,2023-04-15T20:21:42.000Z,2023-04-15T22:02:44.000Z,41,4,8.0,4.0,0.0
ZFBD818Q9F28IH,4824850146050,P00191,P00195,2B,2023-04-15,2023-04-15T20:07:51.000Z,2023-04-15T21:26:44.000Z,18,19,24.0,5.0,3500.0
MGSW815O0F87PQ,4676547013558532566,P00120,P00222,6A,2023-04-15,2023-04-15T17:41:33.000Z,2023-04-15T18:56:28.000Z,14,15,16.0,1.0,3500.0
JDAC377L2F81UN,3521870832057616,B00005P,B05703P,D11,2023-04-15,2023-04-15T16:40:43.000Z,2023-04-15T17:43:08.000Z,2,9,12.0,3.0,3500.0
DHLB205L6H12FO,4883884234588862,B05067P,B02536P,unknown,2023-04-15,2023-04-15T20:01:08.000Z,2023-04-15T21:33:15.000Z,32,3,11.0,8.0,0.0
UZEJ707O6G28SM,345385804376449,B01480P,B05950P,JAK.03,2023-04-15,2023-04-15T19:10:20.000Z,2023-04-15T20:48:23.000Z,38,6,27.0,21.0,0.0
