transID,payCardID,halteID_tapIn,halteID_tapOut,corridorID,transaction_created_at,tapInTime,tapOutTime,duration,stopStartSeq,stopEndSeq,seqAmount,payAmount
BVGT886S7X61BW,180062659848800,P00021,P00140,5,2023-04-13,2023-04-13T17:11:49.000Z,2023-04-13T18:10:17.000Z,58,9,13.0,4.0,3500.0
BRKK363L7R85OL,4885331907664776,B03318P,P00235,6C,2023-04-13,2023-04-13T17:19:07.000Z,2023-04-13T18:21:59.000Z,2,10,11.0,1.0,3500.0
MWKX751S8P68JV,4996225095064169,B02389P,B04990P,R1A,2023-04-13,2023-04-13T16:15:35.000Z,2023-04-13T17:26:57.000Z,11,30,31.0,1.0,3500.0
DQWL364F9P48ZW,639099174703,B02947P,B02548P,11D,2023-04-13,2023-04-13T17:30:55.000Z,2023-04-13T19:06:44.000Z,35,7,18.0,11.0,3500.0
LGBH902X9U94JF,570928206772,P00241,P00272,12,2023-04-13,2023-04-13T17:12:09.000Z,2023-04-13T18:58:20.000Z,46,15,17.0,2.0,3500.0
FGUI336P9Y53DS,2251412124634980,B00325P,B02873P,1T,2023-04-13,2023-04-13T17:57:36.000Z,2023-04-13T18:53:30.000Z,55,7,12.0,5.0,20000.0
VOYO696T1X97ZK,213155822653833,B01567P,B02230P,JAK.18,2023-04-13,2023-04-13T17:06:14.000Z,2023-04-13T18:07:23.000Z,1,10,15.0,5.0,0.0
DQSW744P2H33NW,3587341902618993,B01204P,B01493P,JAK.03,2023-04-13,2023-04-13T16:01:14.000Z,2023-04-13T17:46:59.000Z,45,11,22.0,11.0,0.0
ZMQX211O5O60KD,6510013988638519,B01963P,B04686P,B14,2023-04-13,2023-04-13T17:27:20.000Z,2023-04-13T18:49:29.000Z,22,8,15.0,7.0,20000.0
QGVE525O3Q47CZ,3580401035990896,B05642P,B01154P,1Q,2023-04-13,2023-04-13T17:58:40.000Z,2023-04-13T19:57:07.000Z,58,8,20.0,12.0,3500.0
ILNJ655D4A92OC,5541851157087967,B01786P,B00159P,5M,2023-04-13,2023-04-13T17:02:52.000Z,2023-04-13T18:21:05.000Z,18,29,31.0,2.0,3500.0
KLBI192Z6T56KL,347204308990092,unknown,P00254,M7B,2023-04-13,2023-04-13T17:14:11.000Z,2023-04-13T19:12:41.000Z,58,7,20.0,13.0,""
MFGR902D5I51FR,3536759468239783,P00029,P00143,9A,2023-04-13,2023-04-13T17:19:26.000Z,2023-04-13T18:59:11.000Z,39,5,9.0,4.0,3500.0
QATO473C6G94KS,6575130739600630,P00188,P00135,4,2023-04-13,2023-04-13T17:37:00.000Z,2023-04-13T19:04:11.000Z,27,5,9.0,4.0,3500.0
RPBN587H5W03XM,4056836188316,B01591P,B03539P,JAK.46,2023-04-13,2023-04-13T16:32:38.000Z,2023-04-13T18:07:47.000Z,35,15,27.0,12.0,0.0
GNOU568P7I81LQ,4532407180860336,B03033P,B02919P,S22,2023-04-13,2023-04-13T16:36:29.000Z,2023-04-13T18:31:46.000Z,55,20,22.0,2.0,3500.0
ZDQW718X9S74ZT,4556326832434362836,P00096,P00044,13,2023-04-13,2023-04-13T16:01:11.000Z,2023-04-13T17:45:09.000Z,43,3,10.0,7.0,3500.0
GZDI762Z7S61WV,4969284110642,B01792P,P00190,9E,2023-04-13,2023-04-13T16:05:02.000Z,2023-04-13T17:42:57.000Z,37,6,11.0,5.0,3500.0
BZLX143T7G62PS,502034641014,P00090,P00181,M9,2023-04-13,2023-04-13T17:59:21.000Z,2023-04-13T19:20:36.000Z,21,21,24.0,3.0,3500.0
WUYR839T8S11US,5430018591726410,B05970P,B06875P,JAK.88,2023-04-13,2023-04-13T17:36:47.000Z,2023-04-13T19:15:14.000Z,38,12,19.0,7.0,0.0
KPSH642I7X38TM,378872365541693,B02871P,unknown,T11,2023-04-13,2023-04-13T17:04:45.000Z,2023-04-13T18:43:07.000Z,38,23,24.0,1.0,3500.0
OMAD955A4Z93FC,343851798729291,B03038P,B00410P,JAK.16,2023-04-13,2023-04-13T16:00:49.000Z,2023-04-13T17:42:21.000Z,41,14,29.0,15.0,0.0
ENVW637Z2M76IC,676293109036,P00228,P00199,6V,2023-04-13,2023-04-13T17:49:33.000Z,2023-04-13T18:42:36.000Z,53,14,16.0,2.0,3500.0
CUBS914H0H25QQ,213191293100137,P00086,B00767P,11Q,2023-04-13,2023-04-13T17:41:45.000Z,2023-04-13T18:53:13.000Z,11,2,6.0,4.0,3500.0
DKHA046M4X08RC,2295833910329055,B02339P,B05706P,JAK.02,2023-04-13,2023-04-13T17:05:57.000Z,2023-04-13T18:04:37.000Z,58,29,36.0,7.0,0.0
KSQH898X4Q62LG,4968156435384914,P00080,P00234,11,2023-04-13,2023-04-13T17:03:33.000Z,2023-04-13T18:03:25.000Z,59,4,6.0,2.0,3500.0
ECBP276S0A13NV,676367323901,B04684P,B02008P,1C,2023-04-13,2023-04-13T17:04:36.000Z,2023-04-13T18:56:25.000Z,51,11,37.0,26.0,3500.0
DHGQ979X9G10XK,4384653483539395,B04136P,B00192P,3B,2023-04-13,2023-04-13T17:40:01.000Z,2023-04-13T19:13:51.000Z,33,1,3.0,2.0,0.0
NVJS183M1R38BD,213155309116759,B01680P,B03165P,R1A,2023-04-13,2023-04-13T16:17:16.000Z,2023-04-13T17:12:02.000Z,54,5,33.0,28.0,3500.0
DJII834R7Y00HE,4682220924642,P00256,P00261,M1,2023-04-13,2023-04-13T17:32:02.000Z,2023-04-13T19:16:39.000Z,44,10,12.0,2.0,3500.0
COLX634P8F50ZJ,3589380857722689,unknown,B01965P,JAK.46,2023-04-13,2023-04-13T16:13:39.000Z,2023-04-13T18:05:34.000Z,51,19,25.0,6.0,0.0
LTMF447P6J98MM,4394677357168120,B01062P,P00247,7E,2023-04-13,2023-04-13T16:28:21.000Z,2023-04-13T17:51:27.000Z,23,7,16.0,9.0,3500.0
TMAF357K9A46CF,4905734029265594,B00113P,B05442P,1P,2023-04-13,2023-04-13T16:23:21.000Z,2023-04-13T18:20:13.000Z,56,18,25.0,7.0,3500.0
ECZM809W7O10ED,379334845079777,B01762P,P00029,7D,2023-04-13,2023-04-13T17:46:46.000Z,2023-04-13T19:10:56.000Z,24,2,11.0,9.0,3500.0
JSEO977V4F72YU,346910704516122,B02840P,P00103,6H,2023-04-13,2023-04-13T17:37:19.000Z,2023-04-13T18:34:10.000Z,56,21,28.0,7.0,3500.0
RSSK312O0B15YQ,2247096843683316,B04517P,B00292P,14,2023-04-13,2023-04-13T17:08:14.000Z,2023-04-13T18:11:48.000Z,3,5,8.0,3.0,3500.0
XLTB601O8R74BF,675990206087,B06049P,B06040P,BW9,2023-04-13,2023-04-13T17:48:48.000Z,2023-04-13T18:47:06.000Z,58,7,8.0,1.0,0.0
WGBM576X4I25RA,639040388584,B04789P,B01745P,JIS3,2023-04-13,2023-04-13T17:18:18.000Z,2023-04-13T19:08:45.000Z,50,11,13.0,2.0,3500.0
HJZD875O4T46FP,4947438345710982,B01786P,B02830P,5M,2023-04-13,2023-04-13T16:03:38.000Z,2023-04-13T17:42:15.000Z,38,29,30.0,1.0,3500.0
VQXD523K9D23IS,3539535695881465,unknown,P00192,2,2023-04-13,2023-04-13T17:11:18.000Z,2023-04-13T18:39:59.000Z,28,8,15.0,7.0,3500.0
TDYO983V0U14IT,574726750023,B03236P,B02620P,JAK.15,2023-04-13,2023-04-13T17:59:13.000Z,2023-04-13T18:55:58.000Z,56,1,30.0,29.0,0.0
ALGI834R6S38RN,344303671677311,B05252P,B00079P,R1A,2023-04-13,2023-04-13T17:52:53.000Z,2023-04-13T19:00:22.000Z,7,17,28.0,11.0,3500.0
TDSE900Z1F52OI,3544931989278653,B06577P,unknown,6N,2023-04-13,2023-04-13T17:06:04.000Z,"","",0,"","",3500.0
QYGU258T5M93PG,4017802962833960,P00059,P00169,M11,2023-04-13,2023-04-13T16:25:09.000Z,2023-04-13T17:48:52.000Z,23,4,6.0,2.0,3500.0
KZNB789U2D01TK,5465310774429054,B01516P,B00173P,JAK.112,2023-04-13,2023-04-13T17:34:56.000Z,2023-04-13T19:09:58.000Z,35,16,28.0,12.0,0.0
BYIC556P0P70IN,347394043585982,P00016,unknown,9N,2023-04-13,2023-04-13T16:13:01.000Z,2023-04-13T17:55:49.000Z,42,0,1.0,1.0,3500.0
ZOBP250R1B99GH,4723250872219869,B04133P,B05772P,JAK.43B,2023-04-13,2023-04-13T16:49:00.000Z,2023-04-13T18:46:49.000Z,57,39,42.0,3.0,0.0
GQKW982B2N18VP,3545499820365948,B04469P,B01578P,JAK.42,2023-04-13,2023-04-13T17:46:14.000Z,2023-04-13T19:24:30.000Z,38,19,33.0,14.0,0.0
VCVL221Z6H42QI,2718070346782735,P00014,P00192,2,2023-04-13,2023-04-13T17:58:50.000Z,2023-04-13T19:55:30.000Z,56,14,15.0,1.0,3500.0
WNZP198Q6C86KN,342531623551844,P00136,P00259,13,2023-04-13,2023-04-13T17:22:30.000Z,2023-04-13T18:54:25.000Z,31,9,11.0,2.0,3500.0
LUCO040X4C69VB,349944373495091,B00335P,B02141P,7P,2023-04-13,2023-04-13T16:40:26.000Z,2023-04-13T17:59:06.000Z,18,9,27.0,18.0,3500.0
VAZX988C1V34ON,4428582927102421723,B05083P,B02227P,JAK.02,2023-04-13,2023-04-13T16:57:29.000Z,2023-04-13T18:46:18.000Z,48,9,17.0,8.0,0.0
NAML322N3E76KQ,566171543168,P00224,P00134,11,2023-04-13,2023-04-13T16:15:43.000Z,2023-04-13T17:32:04.000Z,16,16,18.0,2.0,3500.0
QYEB089F6H42KM,213121690546749,B00949P,B01079P,JAK.36,2023-04-13,2023-04-13T16:50:43.000Z,2023-04-13T17:46:08.000Z,55,25,30.0,5.0,0.0
SBOI321Y3A34WJ,3527853482331808,P00200,P00144,13B,2023-04-13,2023-04-13T17:44:15.000Z,2023-04-13T18:56:39.000Z,12,12,13.0,1.0,3500.0
NGYY509C9C63LX,5542490449138301,unknown,B02117P,1Q,2023-04-13,2023-04-13T16:17:58.000Z,2023-04-13T17:39:08.000Z,21,5,8.0,3.0,3500.0
HTEQ166Q1C04JJ,4380875529452127,B00700P,B02502P,JAK.06,2023-04-13,2023-04-13T16:50:21.000Z,2023-04-13T18:17:20.000Z,26,13,16.0,3.0,0.0
ETBW627I8A22ZS,4172238784006231,B01638P,B03261P,JAK.14,2023-04-13,2023-04-13T16:54:48.000Z,2023-04-13T18:29:17.000Z,34,3,58.0,55.0,0.0
VPNW814W9H65GJ,340065298083181,P00051,P00060,M7,2023-04-13,2023-04-13T16:52:17.000Z,2023-04-13T18:46:49.000Z,54,5,24.0,19.0,3500.0
CDLI669D3K46ME,4268640600849949,unknown,B03893P,JAK.15,2023-04-13,2023-04-13T17:08:49.000Z,2023-04-13T19:07:28.000Z,58,16,28.0,12.0,0.0
DFUT153W9V26JC,4290559479079,B00611P,B05544P,T21,2023-04-13,2023-04-13T17:37:22.000Z,2023-04-13T18:36:04.000Z,58,9,10.0,1.0,20000.0
COWP718B9I47JQ,213155263532652,P00008,B02805P,12A,2023-04-13,2023-04-13T17:08:07.000Z,2023-04-13T18:40:04.000Z,31,2,17.0,15.0,3500.0
EBMX305S2T09RD,4294484188649274,B00694P,P00256,9D,2023-04-13,2023-04-13T16:05:13.000Z,2023-04-13T17:27:04.000Z,21,31,37.0,6.0,3500.0
THIN750O6V55ER,180057903365395,P00133,P00183,1,2023-04-13,2023-04-13T17:22:42.000Z,2023-04-13T19:02:24.000Z,39,2,5.0,3.0,3500.0
EPER495C5P89PY,3551174827324245,B03286P,B02379P,3A,2023-04-13,2023-04-13T17:22:41.000Z,2023-04-13T18:16:47.000Z,54,0,1.0,1.0,0.0
SYPV172F2J97LD,340858239719917,B00037P,B01272P,6N,2023-04-13,2023-04-13T17:34:11.000Z,2023-04-13T19:20:28.000Z,46,4,7.0,3.0,3500.0
ZSQT042U7K83MI,3569562588766630,B03277P,P00170,3C,2023-04-13,2023-04-13T17:00:01.000Z,2023-04-13T18:41:57.000Z,41,0,1.0,1.0,0.0
XEXY280K7P07PX,180016859215889,P00209,P00161,M8,2023-04-13,2023-04-13T16:49:13.000Z,2023-04-13T18:25:18.000Z,36,21,23.0,2.0,3500.0
VDMG141S7M00PD,373945281501952,P00019,P00297,B21,2023-04-13,2023-04-13T16:28:42.000Z,2023-04-13T17:45:29.000Z,16,8,13.0,5.0,3500.0
PDDR309K2K27GA,5134532253940704,B02804P,B02489P,12A,2023-04-13,2023-04-13T16:30:28.000Z,2023-04-13T18:21:31.000Z,51,1,3.0,2.0,3500.0
LRET537J0O48US,3549158005951908,B05773P,B00325P,1T,2023-04-13,2023-04-13T17:06:14.000Z,2023-04-13T18:36:00.000Z,29,6,7.0,1.0,20000.0
NPOH560P7V85CL,379764016867073,B02525P,B03109P,JAK.71,2023-04-13,2023-04-13T17:44:50.000Z,2023-04-13T18:45:26.000Z,0,16,17.0,1.0,0.0
QWMJ881Z0S95XC,4189640459822695962,B01704P,B06872P,JAK.77,2023-04-13,2023-04-13T17:46:22.000Z,2023-04-13T18:56:17.000Z,9,10,38.0,28.0,0.0
BCLS290K6I23HD,4766007569419196,P00025,P00081,M3,2023-04-13,2023-04-13T17:17:26.000Z,2023-04-13T18:14:59.000Z,57,0,8.0,8.0,3500.0
GPFM994V5J51SF,3576239635494729,B04625P,B00042P,JAK.44,2023-04-13,2023-04-13T16:51:48.000Z,2023-04-13T18:37:25.000Z,45,25,36.0,11.0,0.0
LZVU021D6L71XA,587887634588,B06066P,B06067P,14,2023-04-13,2023-04-13T16:01:55.000Z,2023-04-13T17:08:59.000Z,7,7,10.0,3.0,3500.0
EBMG256C6R28PM,567286069354,B00138P,B05512P,JAK.48B,2023-04-13,2023-04-13T16:13:34.000Z,2023-04-13T17:22:30.000Z,8,1,7.0,6.0,""
PFJK258Y8C71GK,4097122165824,B02048P,B05344P,8K,2023-04-13,2023-04-13T16:09:06.000Z,2023-04-13T17:26:29.000Z,17,5,10.0,5.0,3500.0
KKPQ737I6U30FL,378851219912235,B02328P,B00077P,JAK.19,2023-04-13,2023-04-13T16:19:09.000Z,2023-04-13T18:01:25.000Z,42,40,41.0,1.0,0.0
JIXX073H1P76ZQ,180022972730457,P00196,P00248,M10,2023-04-13,2023-04-13T17:46:00.000Z,2023-04-13T19:22:47.000Z,36,12,21.0,9.0,3500.0
EEAA190Y0A39IJ,2237440645700724,P00247,P00101,10D,2023-04-13,2023-04-13T16:34:26.000Z,2023-04-13T18:18:04.000Z,43,16,17.0,1.0,3500.0
XLOA913R9A26AZ,6011162006507240,B00154P,B03604P,JAK.75,2023-04-13,2023-04-13T16:44:48.000Z,2023-04-13T17:44:26.000Z,59,22,24.0,2.0,0.0
USBL566U3H97WV,4730280883020443501,P00297,B00108P,unknown,2023-04-13,2023-04-13T16:02:32.000Z,2023-04-13T17:02:41.000Z,0,0,5.0,5.0,3500.0
EGJM416J8C53ZF,3505707886664931,unknown,B06656P,JAK.52,2023-04-13,2023-04-13T16:07:57.000Z,2023-04-13T17:40:18.000Z,32,14,43.0,29.0,0.0
DKYO897E8K98ZC,4450403105752326,B04057P,B03548P,JAK.37,2023-04-13,2023-04-13T17:45:46.000Z,2023-04-13T18:39:21.000Z,53,2,14.0,12.0,0.0
QWGG659P7D48JN,4074114259011835374,B00245P,B06579P,JAK.31,2023-04-13,2023-04-13T16:31:23.000Z,2023-04-13T17:46:59.000Z,15,48,57.0,9.0,0.0
HZYU619K4Z39YD,4000041838802,P00058,P00102,11M,2023-04-13,2023-04-13T16:14:08.000Z,2023-04-13T17:07:04.000Z,52,7,8.0,1.0,0.0
RDEP540E9T30IW,4112330548313,B06277P,B06674P,JAK.43C,2023-04-13,2023-04-13T17:48:15.000Z,2023-04-13T19:07:46.000Z,19,0,4.0,4.0,0.0
MOWW334I3J19SM,30583455954585,P00258,P00028,2F,2023-04-13,2023-04-13T17:06:26.000Z,2023-04-13T18:42:50.000Z,36,2,3.0,1.0,0.0
ZYFH452Z7H48XF,3537543297101185,P00174,P00102,M11,2023-04-13,2023-04-13T17:54:43.000Z,2023-04-13T19:35:05.000Z,40,3,6.0,3.0,3500.0
IOWA393Q6V01OY,2720484776954605,B03041P,B02808P,3B,2023-04-13,2023-04-13T17:40:00.000Z,2023-04-13T18:31:18.000Z,51,4,6.0,2.0,0.0
HXVC167V6X35BE,3570422408611549,B00391P,B02014P,8C,2023-04-13,2023-04-13T17:07:02.000Z,2023-04-13T18:06:21.000Z,59,3,13.0,10.0,3500.0
LRGM086D7L46FG,2291402671071407,P00195,P00014,M2,2023-04-13,2023-04-13T17:29:53.000Z,2023-04-13T18:30:22.000Z,0,13,14.0,1.0,3500.0
UNFT930L8W31LS,676172975739,P00013,P00146,12B,2023-04-13,2023-04-13T17:22:26.000Z,2023-04-13T19:05:09.000Z,42,17,18.0,1.0,3500.0
OEPC233J0T65JQ,180020791350481,P00253,P00297,5D,2023-04-13,2023-04-13T17:22:52.000Z,2023-04-13T19:00:03.000Z,37,11,19.0,8.0,3500.0
IOIY760C1M25LZ,502072062834,B03153P,B05931P,9D,2023-04-13,2023-04-13T16:51:47.000Z,2023-04-13T18:40:36.000Z,48,25,39.0,14.0,3500.0
NRCY987A9X47TQ,30385017224303,B01056P,B05728P,JAK.117,2023-04-13,2023-04-13T17:03:23.000Z,2023-04-13T17:54:09.000Z,50,28,30.0,2.0,0.0
AOBF484B5H70UG,6590854673757012,P00294,P00292,3H,2023-04-13,2023-04-13T17:48:46.000Z,2023-04-13T18:55:22.000Z,6,4,5.0,1.0,""
FMAV453L3O55FV,4963710913075879668,B03885P,B06067P,14,2023-04-13,2023-04-13T16:54:46.000Z,2023-04-13T18:15:36.000Z,20,3,10.0,7.0,3500.0
XEWX169G0R15DI,213104805015669,B02948P,B00813P,JAK.49,2023-04-13,2023-04-13T17:43:25.000Z,2023-04-13T19:17:16.000Z,33,13,53.0,40.0,0.0
HLNG667T7E74AX,342875882384375,B00400P,B01857P,7A,2023-04-13,2023-04-13T17:16:04.000Z,2023-04-13T18:22:01.000Z,5,2,18.0,16.0,3500.0
HRAS275U8T05RV,4744480387450088900,B05464P,B04591P,JAK.44,2023-04-13,2023-04-13T16:13:25.000Z,2023-04-13T17:45:06.000Z,31,7,17.0,10.0,0.0
EUTY636O6F21IS,4909284437358495207,unknown,B02771P,unknown,2023-04-13,2023-04-13T16:54:51.000Z,2023-04-13T18:06:47.000Z,11,26,29.0,3.0,3500.0
NPDV235M2Q56PP,2267435685058176,B02109P,B04464P,JAK.20,2023-04-13,2023-04-13T16:42:10.000Z,2023-04-13T17:32:23.000Z,50,3,9.0,6.0,0.0
ZEMF979E1U06PA,4613366061817460310,B01947P,B05411P,1M,2023-04-13,2023-04-13T16:51:56.000Z,2023-04-13T18:11:44.000Z,19,29,34.0,5.0,3500.0
TZDD550C5O79EL,4664503638851963221,B04521P,B06076P,JAK.118,2023-04-13,2023-04-13T17:42:20.000Z,2023-04-13T19:00:22.000Z,18,26,28.0,2.0,0.0
FFBJ135T2T45SN,341371220559499,B04333P,B04211P,JAK.36,2023-04-13,2023-04-13T17:21:09.000Z,2023-04-13T18:16:55.000Z,55,31,35.0,4.0,0.0
ZUZR564V0O54JA,30276672399789,P00154,P00070,5C,2023-04-13,2023-04-13T17:41:27.000Z,2023-04-13T18:32:46.000Z,51,10,13.0,3.0,3500.0
YRXN123S7V70JB,3549191016294752,B02280P,B04942P,JAK.27,2023-04-13,2023-04-13T16:03:19.000Z,2023-04-13T17:07:35.000Z,4,45,47.0,2.0,0.0
IVNQ101U0Y95UT,2679374058097150,P00297,P00236,B11,2023-04-13,2023-04-13T17:19:32.000Z,2023-04-13T18:28:53.000Z,9,0,6.0,6.0,3500.0
UUXB320Q0G08VI,4104888875282062619,B03395P,B04907P,6Q,2023-04-13,2023-04-13T16:36:46.000Z,2023-04-13T18:12:03.000Z,35,2,11.0,9.0,3500.0
LHHH472D7U10AF,4547245090487583462,B02997P,B01620P,4E,2023-04-13,2023-04-13T16:52:32.000Z,2023-04-13T18:34:01.000Z,41,0,9.0,9.0,0.0
VSQY965P3D71EV,3560398544907466,B04381P,B02580P,JAK.13,2023-04-13,2023-04-13T16:54:58.000Z,2023-04-13T18:19:44.000Z,24,29,38.0,9.0,0.0
QUAA480B4H02VH,3528988342978833,P00095,P00097,JIS3,2023-04-13,2023-04-13T17:31:15.000Z,2023-04-13T19:22:23.000Z,51,0,11.0,11.0,3500.0
LSRX757D6T81FR,3535679723903364,B05825P,B00088P,JAK.84,2023-04-13,2023-04-13T16:04:57.000Z,2023-04-13T18:00:23.000Z,55,28,44.0,16.0,0.0
LVDX315T9V95MM,345353368043961,B06668P,B03199P,2H,2023-04-13,2023-04-13T17:34:59.000Z,2023-04-13T18:33:33.000Z,58,3,5.0,2.0,0.0
WSYN854U7B95NG,4719913296770918,B05924P,B04121P,JAK.08,2023-04-13,2023-04-13T17:53:55.000Z,2023-04-13T19:29:00.000Z,35,22,29.0,7.0,0.0
DUMA287V5G76AX,4709994160903,B00611P,B00222P,T21,2023-04-13,2023-04-13T16:26:44.000Z,2023-04-13T18:04:11.000Z,37,9,12.0,3.0,20000.0
EYPB608X3P80PV,6011141476414459,B02940P,unknown,8E,2023-04-13,2023-04-13T16:51:35.000Z,"","",18,"","",3500.0
ZFFT904X2X68HA,213136570183140,B06428P,B06431P,unknown,2023-04-13,2023-04-13T17:16:38.000Z,2023-04-13T18:54:41.000Z,38,34,37.0,3.0,0.0
VQHV881M4J71JF,3570416613897992,P00021,P00118,5C,2023-04-13,2023-04-13T16:51:33.000Z,2023-04-13T18:35:52.000Z,44,1,3.0,2.0,3500.0
UMAQ591J5A05RZ,213189948673904,P00121,P00160,6M,2023-04-13,2023-04-13T17:25:46.000Z,2023-04-13T19:06:32.000Z,40,8,9.0,1.0,3500.0
VCGI152Z1O07GZ,4817620823758230,B02311P,B04063P,JAK.07,2023-04-13,2023-04-13T16:24:23.000Z,2023-04-13T18:06:03.000Z,41,9,18.0,9.0,0.0
COEH702C3H93KT,3518707807771562,B02433P,B00234P,JAK.22,2023-04-13,2023-04-13T16:59:43.000Z,2023-04-13T18:18:41.000Z,18,11,16.0,5.0,0.0
BPYJ294V7G08KE,4345294247705168,B06590P,B06604P,JAK.115,2023-04-13,2023-04-13T17:07:23.000Z,2023-04-13T18:47:22.000Z,39,18,40.0,22.0,0.0
QCDP724S8A60AH,4375765946745400,P00003,P00092,5D,2023-04-13,2023-04-13T17:05:38.000Z,2023-04-13T18:11:45.000Z,6,0,3.0,3.0,3500.0
VFYB921L5U81DX,3573742802282614,B03186P,B02295P,JAK.21,2023-04-13,2023-04-13T16:47:11.000Z,2023-04-13T17:39:18.000Z,52,22,29.0,7.0,0.0
QZRW853Q3O66UD,344423213182214,P00031,P00033,5C,2023-04-13,2023-04-13T17:44:52.000Z,2023-04-13T19:05:49.000Z,20,14,17.0,3.0,3500.0
OHXK778M0X80AB,6011618540818377,B05069P,B00769P,JAK.26,2023-04-13,2023-04-13T16:58:19.000Z,2023-04-13T18:52:11.000Z,53,41,45.0,4.0,0.0
KWBG111D7P77DZ,3508055251895822,P00001,P00198,L13E,2023-04-13,2023-04-13T16:01:32.000Z,2023-04-13T17:52:48.000Z,51,10,11.0,1.0,3500.0
PNMX866Z7H44RD,570918242399,P00196,P00182,10D,2023-04-13,2023-04-13T16:06:09.000Z,2023-04-13T17:34:11.000Z,28,8,13.0,5.0,3500.0
AKSF696O5D25TH,180000876162530,B00168P,P00240,12P,2023-04-13,2023-04-13T16:45:11.000Z,2023-04-13T18:35:18.000Z,50,8,11.0,3.0,3500.0
YSPR484O1R53XP,180065411329605,B04217P,B05219P,JAK.64,2023-04-13,2023-04-13T16:38:55.000Z,2023-04-13T17:41:16.000Z,2,6,10.0,4.0,0.0
XXEQ156B1Q29FA,30158257275842,P00016,P00179,9N,2023-04-13,2023-04-13T16:47:13.000Z,2023-04-13T18:34:47.000Z,47,0,2.0,2.0,3500.0
ZDGH245D4X65MC,345711968178505,B00248P,B03314P,1T,2023-04-13,2023-04-13T16:10:28.000Z,2023-04-13T17:16:16.000Z,5,0,12.0,12.0,20000.0
QLME210P3U29SN,3521407549788058,B02333P,B06847P,JAK.47,2023-04-13,2023-04-13T16:08:19.000Z,2023-04-13T17:53:48.000Z,45,7,19.0,12.0,0.0
GGIB356G4N04MZ,376898980622834,P00217,P00230,unknown,2023-04-13,2023-04-13T16:32:49.000Z,2023-04-13T18:02:33.000Z,29,2,6.0,4.0,3500.0
RBWA124O7C37DA,4966489323202,P00022,B01728P,B21,2023-04-13,2023-04-13T17:35:22.000Z,2023-04-13T19:29:08.000Z,53,4,12.0,8.0,3500.0
DZOM679U3X14UU,3565938568828570,B06295P,B03299P,12C,2023-04-13,2023-04-13T17:36:47.000Z,2023-04-13T19:16:46.000Z,39,3,6.0,3.0,0.0
HONI760Z5V73ZL,2407683922581481,B05556P,B03201P,14,2023-04-13,2023-04-13T17:56:54.000Z,2023-04-13T18:48:15.000Z,51,7,18.0,11.0,3500.0
FRWX468S5O24SV,676368577380,B06188P,B03298P,2F,2023-04-13,2023-04-13T16:31:51.000Z,2023-04-13T17:48:06.000Z,16,4,5.0,1.0,0.0
TAXA661Q8V11ZI,2484941381862990,P00200,P00136,13C,2023-04-13,2023-04-13T17:56:45.000Z,2023-04-13T19:36:34.000Z,39,7,10.0,3.0,3500.0
GPTZ581B4W32RC,30100687125098,P00051,P00133,1,2023-04-13,2023-04-13T16:58:14.000Z,2023-04-13T18:29:38.000Z,31,13,19.0,6.0,3500.0
MABE640U6K13VF,3560571608142499,B01080P,B05308P,JAK.01,2023-04-13,2023-04-13T16:44:14.000Z,2023-04-13T18:39:49.000Z,55,5,18.0,13.0,0.0
OJWC635G4N28FC,4880377652769980677,B01158P,B06082P,JAK.120,2023-04-13,2023-04-13T16:01:47.000Z,2023-04-13T17:17:31.000Z,15,27,37.0,10.0,0.0
FWGJ988O3U43OR,3528266385259712,B00105P,B03126P,4B,2023-04-13,2023-04-13T16:22:10.000Z,2023-04-13T17:58:37.000Z,36,38,42.0,4.0,3500.0
JMBR277G1S18HQ,4199450082632933049,unknown,B00248P,7C,2023-04-13,2023-04-13T16:33:06.000Z,2023-04-13T17:33:43.000Z,0,0,2.0,2.0,3500.0
XKBP646F3V65WX,4450080570279470,B03266P,P00083,8C,2023-04-13,2023-04-13T16:07:21.000Z,2023-04-13T17:42:03.000Z,34,16,29.0,13.0,3500.0
OUEY210G2D73YI,4306399682236699,B04542P,unknown,JAK.85,2023-04-13,2023-04-13T16:18:46.000Z,2023-04-13T18:09:28.000Z,50,35,43.0,8.0,0.0
FHKT325Y8L69YI,4946777822784,P00224,P00154,5,2023-04-13,2023-04-13T16:29:44.000Z,2023-04-13T18:03:01.000Z,33,13,15.0,2.0,3500.0
PHIL176I9A79FQ,3575787320226609,B02604P,B03678P,11N,2023-04-13,2023-04-13T17:38:13.000Z,2023-04-13T19:07:51.000Z,29,2,5.0,3.0,0.0
GSYN745S7S21EK,5125406223322395,unknown,B04385P,JAK.10,2023-04-13,2023-04-13T17:06:11.000Z,2023-04-13T18:15:46.000Z,9,31,33.0,2.0,0.0
CEIB271Y3N88AH,3507107976417837,P00133,P00259,6V,2023-04-13,2023-04-13T17:25:10.000Z,2023-04-13T18:21:18.000Z,56,2,4.0,2.0,3500.0
USJQ010A1H15YH,4203562511038947968,P00170,P00181,12,2023-04-13,2023-04-13T17:03:02.000Z,2023-04-13T18:57:23.000Z,54,17,18.0,1.0,3500.0
QTKL160V8Z86TN,4880385425658,B04290P,B00914P,JAK.36,2023-04-13,2023-04-13T16:46:59.000Z,2023-04-13T18:36:51.000Z,49,26,46.0,20.0,0.0
